ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.648027,,,,,,,,,,,a2bdc9a9-cb61-4090-9de5-ac85bd81bcca,2750,,"[5.3, 30.9]",69208,77,,,,,2.2301064,,Head,,,"[2.2, 34.9]",,Low Pass,,5.060632,,,,,Almuth Schult,10257.0,,,,,,Recovery,2,Regular Play,Sara Doorsoun-Khajeh,10261.0,Right Center Back,143,Germany Women's,857,['fee4abd7-5353-4719-aaf1-9e3f5d9b3535'],25,,,,,,,,,,,,,,,,,,Germany Women's,857,00:32:25.875,Pass,
,,,,,,,,,,,,,,,,1.1694,,,,,,,,,,,b75ba681-19af-4d01-b03b-4ee05c035b55,2752,,"[10.1, 34.9]",69208,77,,True,,,-0.64683604,,Keeper Arm,,,"[43.6, 9.6]",,Ground Pass,,41.980232,,,,,Marina Hegering,25491.0,,,,,,,2,Regular Play,Almuth Schult,10257.0,Goalkeeper,143,Germany Women's,857,['f8406641-517f-4a40-8f2e-92f572a6721d'],45,,,,,,,,,,,,,,,,,,Germany Women's,857,00:32:45.496,Pass,
,,,,,,,,,,,,,,,,2.829948,,,,,,,,,,,dabc294c-3714-4833-ab90-d7ace8182c01,2754,,"[44.4, 10.0]",69208,77,,,,,2.3659503,,Right Foot,,,"[23.7, 30.3]",,Ground Pass,,28.992758,,,,,Almuth Schult,10257.0,,,,,,,2,Regular Play,Marina Hegering,25491.0,Left Center Back,143,Germany Women's,857,['557e3dc5-5365-433b-a5d0-9bc6845f6544'],48,,,,,,,,,,,,,,,,,,Germany Women's,857,00:32:48.387,Pass,
,,,,,,,,,,,,,,,,1.603364,,,,,,,,,,,0b84df28-2427-4e5e-a7dc-eed1149001b5,2757,,"[24.7, 40.6]",69208,77,,,,,1.0911714,,Right Foot,,,"[40.2, 70.4]",,Ground Pass,,33.590027,,,,,Leonie Maier,10380.0,,,,,,,2,Regular Play,Almuth Schult,10257.0,Goalkeeper,143,Germany Women's,857,['bd230ba5-ba0a-478e-84a3-2be79484e7fe'],52,,,,,,,,,,,,,,,,,,Germany Women's,857,00:32:52.437,Pass,
,,,,,,,,,,,,,,,,0.830727,,,,,,,,,,,749abab3-540b-4052-9362-ac378674e62d,2761,,"[39.8, 66.2]",69208,77,,,,,-1.1436493,,Left Foot,,,"[46.4, 51.7]",,Ground Pass,,15.931416,,,,,Lena Oberdorf,25478.0,,,,,,,2,Regular Play,Leonie Maier,10380.0,Right Back,143,Germany Women's,857,"['017c6cf0-a75f-47bf-b2b6-b08cd2055f53', '9a7f169e-b5e6-4541-899d-c666750de493']",55,,,,,,,,,,,,,,,,,,Germany Women's,857,00:32:55.281,Pass,True
,,,,,,,,,,,,,,,,0.9456,,,,,,,,,,,69ceec1a-f631-4de8-9053-a00f90f8f186,2765,,"[46.4, 63.3]",69208,77,,,,,0.7678561,,Right Foot,,,"[55.1, 71.7]",,Ground Pass,,12.093387,,,Incomplete,,Svenja Huth,10374.0,,,,,,,2,Regular Play,Lena Oberdorf,25478.0,Right Center Midfield,143,Germany Women's,857,"['523b9b38-7720-4e69-957e-034b40418c1a', '9d58a49b-f70d-4422-93cf-4df18c7ef3a8', 'd78a5d33-9571-48c3-b094-b7fd7537d2f2']",57,,,,,,,,,,,,,,,,,,Germany Women's,857,00:32:57.337,Pass,True
,,,,,,,,,,,,,,,,0.890822,,,,,,,,,,,523b9b38-7720-4e69-957e-034b40418c1a,2767,,"[65.0, 8.4]",69208,77,,,,,-0.2914568,,Left Foot,,,"[91.0, 0.6]",,High Pass,,27.144796,,,Out,,,,,,,,,Recovery,2,Regular Play,Magdalena Lilly Eriksson,4633.0,Left Back,143,Germany Women's,857,['69ceec1a-f631-4de8-9053-a00f90f8f186'],58,,,,,,,,,,,,,,,,,,Sweden Women's,858,00:32:58.283,Pass,
,,,,,,,,,,,,,,,,0.977693,,,,,,,,,,,409c0e4a-99bd-48d9-9ff6-1ea0b54114dc,2768,,"[27.1, 80.0]",69208,78,,True,,,-0.83381844,,,,,"[37.9, 68.1]",,Low Pass,,16.070158,,,,,Lena Oberdorf,25478.0,,,,,,Throw-in,2,From Throw In,Leonie Maier,10380.0,Right Back,144,Germany Women's,857,['eee29d5b-1571-4de8-afaf-6d74f0d0d5c1'],8,,,,,,,,,,,,,,,,,,Germany Women's,857,00:33:08.901,Pass,
,,,,,,,,,,,,,,,,1.8697,,,,,,,,,,,cb0b61fe-4903-43f8-98da-08a094564982,2770,,"[38.8, 68.1]",69208,78,,,,,2.2667785,,Right Foot,,,"[32.2, 76.0]",,Low Pass,,10.294173,,,,,Leonie Maier,10380.0,,,,,,,2,From Throw In,Lena Oberdorf,25478.0,Right Center Midfield,144,Germany Women's,857,['a12c9353-cf7b-4ab1-96f1-c2f7509815bd'],9,,,,,,,,,,,,,,,,,,Germany Women's,857,00:33:09.960,Pass,
,,,,,,,,,,,,,,,,2.717045,,,,,,,,,,,f0e152c5-32ef-4ace-8b51-2f5594c0ba41,2773,,"[31.9, 75.8]",69208,78,,,,,-2.782822,,Right Foot,,,"[6.3, 66.2]",,Ground Pass,,27.340813,,,,,Almuth Schult,10257.0,,,,,,,2,From Throw In,Leonie Maier,10380.0,Right Back,144,Germany Women's,857,['b12c4adf-f3f3-4e23-8385-1c9a6b1df6db'],13,,,,,,,,,,,,,,,,,,Germany Women's,857,00:33:13.000,Pass,
,,,,,,,,,,,,,,,,3.992,,,,,,,,,,,806a236d-5c06-4155-a5be-09a76a35416a,2776,,"[6.9, 65.8]",69208,78,,,,,0.12525326,,Right Foot,,,"[61.7, 72.7]",,High Pass,,55.23269,,,Incomplete,,Svenja Huth,10374.0,,,,,,,2,From Throw In,Almuth Schult,10257.0,Goalkeeper,144,Germany Women's,857,"['62afd7c0-95e1-4a25-b577-8b64141647de', 'a74adb8d-53c8-45d4-9e92-deef9b94bca7']",15,,,,,,,,,,,,,,,,,,Germany Women's,857,00:33:15.797,Pass,
,,,,,,,,,,,,,,,,1.7445,,,,,,,,,,,a74adb8d-53c8-45d4-9e92-deef9b94bca7,2779,,"[58.4, 7.4]",69208,78,,,,True,0.4454678,,,,,"[80.6, 18.0]",,High Pass,,24.600813,,,,,Kosovare Asllani,10220.0,,,,,,Recovery,2,From Throw In,Magdalena Lilly Eriksson,4633.0,Left Back,144,Germany Women's,857,"['5b08689c-e7bd-41f7-9b13-c49db7a16694', '806a236d-5c06-4155-a5be-09a76a35416a', 'db340a5d-531a-4e42-9e46-e0d0cdd13109']",19,,,,,,,,,,,,,,,,,,Sweden Women's,858,00:33:19.789,Pass,True
,,,,,,,,,,,,,,,,1.086067,,,,,,,,,,,6d7f9113-ddbc-45cd-bc27-804c91c5ae5f,2785,,"[40.4, 64.6]",69208,78,,,,,0.9206618,,Left Foot,,,"[47.7, 74.2]",,Ground Pass,,12.060266,,,,,Svenja Huth,10374.0,,,,,,,2,From Throw In,Lena Oberdorf,25478.0,Right Center Midfield,144,Germany Women's,857,['96ad458c-2929-43ad-b6ed-a37a8722ca88'],25,,,,,,,,,,,,,,,,,,Germany Women's,857,00:33:25.209,Pass,
,,,,,,,,,,,,,,,,0.588355,,,,,,,,,,,5b7698d0-3362-4d33-9340-53900d159a4a,2788,,"[47.9, 74.3]",69208,78,,,,,-1.8178936,,Right Foot,,,"[45.1, 63.2]",,Ground Pass,,11.447707,,,,,Lena Oberdorf,25478.0,,,,,,,2,From Throw In,Svenja Huth,10374.0,Left Midfield,144,Germany Women's,857,['be522bc9-19c6-4e00-b205-37aedd93e056'],27,,,,,,,,,,,,,,,,,,Germany Women's,857,00:33:27.110,Pass,
,,,,,,,,,,,,,,,,1.5073,,,,,,,,,,,86621754-7717-4632-a311-c84d16287640,2791,,"[47.0, 65.4]",69208,78,,,,,0.14189705,,Left Foot,,,"[70.1, 68.7]",,Ground Pass,,23.334524,,,,,Alexandra Popp,15178.0,,,,,,,2,From Throw In,Lena Oberdorf,25478.0,Right Center Midfield,144,Germany Women's,857,['7e83e0df-219e-4a8e-a4a1-5a03e2251065'],28,,,,,,,,,,,,,,,,,,Germany Women's,857,00:33:28.100,Pass,
,,,,,,,,,,,,,,,,2.643636,,,,,,,,,,,77e27ca7-b7a5-4344-bce0-81b2eb23a245,2794,,"[71.0, 62.1]",69208,78,,,,,-1.0170534,,Left Foot,,,"[97.4, 19.4]",,High Pass,,50.20209,,,,,Giulia Gwinn,25492.0,,,True,,,,2,From Throw In,Alexandra Popp,15178.0,Right Center Forward,144,Germany Women's,857,['26fb82dd-abe2-46d6-a8cb-509c664b38c5'],32,,,,,,,,,,,,,,,,,,Germany Women's,857,00:33:32.285,Pass,
,,,,,,,,,,,,,,,,5.261003,,,,,,,,,,,87fb99d3-e3e8-41a5-8d84-452076f55800,2801,,"[48.7, 61.5]",69208,78,,,,,0.07976515,,Right Foot,,,"[110.0, 66.4]",,Ground Pass,,61.49553,,,Incomplete,,Emma Stina Blackstenius,10229.0,,,,,,,2,From Throw In,Hanna Erica Maria Glas,24693.0,Right Back,144,Germany Women's,857,"['14808f01-63d0-4480-b03e-27014030c058', '3b2b2291-4180-4135-ba0b-ff7c2a645855']",41,,,,,,,,,,,,,,,,,,Sweden Women's,858,00:33:41.808,Pass,
,,,,,,,,,,,,,,,,1.616435,,,,,,,,,,,14808f01-63d0-4480-b03e-27014030c058,2803,,"[10.1, 13.7]",69208,78,,,,,1.9134498,,Right Foot,,,"[4.0, 30.8]",,Ground Pass,,18.15544,,,,,Almuth Schult,10257.0,,,,,,Recovery,2,From Throw In,Sara Doorsoun-Khajeh,10261.0,Right Center Back,144,Germany Women's,857,"['15d6d5e7-e3db-4cd8-ab88-bae44159fe21', '87fb99d3-e3e8-41a5-8d84-452076f55800']",47,,,,,,,,,,,,,,,,,,Germany Women's,857,00:33:47.069,Pass,
,,,,,,,,,,,,,,,,1.327413,,,,,,,,,,,9f81b3d7-8b8d-4163-9b26-c48c0ee691ed,2806,,"[6.5, 41.3]",69208,78,,,,,0.71046364,,Right Foot,,,"[24.4, 56.7]",,Ground Pass,,23.61292,,,,,Leonie Maier,10380.0,,,,,,,2,From Throw In,Almuth Schult,10257.0,Goalkeeper,144,Germany Women's,857,['f6717a0e-236c-4c4d-8a6c-c112442686ec'],50,,,,,,,,,,,,,,,,,,Germany Women's,857,00:33:50.632,Pass,
,,,,,,,,,,,,,,,,1.386856,,,,,,,,,,,da45b739-9330-45a4-817a-d5dd7a54c1a4,2810,,"[46.0, 57.1]",69208,78,,,,,-2.0470617,,Right Foot,,,"[39.5, 44.5]",,Ground Pass,,14.177799,,,,,Marina Hegering,25491.0,,,,,,,2,From Throw In,Leonie Maier,10380.0,Right Back,144,Germany Women's,857,"['0f51649e-9965-470c-a0e2-8d6ab00234e5', '86d68b47-b606-4562-97ee-433055dfd1da']",56,,,,,,,,,,,,,,,,,,Germany Women's,857,00:33:56.717,Pass,True
,,,,,,,,,,,,,,,,1.619609,,,,,,,,,,,7f566f2d-001d-49ef-90fe-282c50600ac8,2813,,"[37.9, 41.6]",69208,78,,,,,-1.300226,,Right Foot,,,"[41.7, 27.9]",,Ground Pass,,14.217243,,,,,Sara Doorsoun-Khajeh,10261.0,,,,,,,2,From Throw In,Marina Hegering,25491.0,Left Center Back,144,Germany Women's,857,['a3feb460-21e0-4d6c-945f-5aee8b147287'],59,,,,,,,,,,,,,,,,,,Germany Women's,857,00:33:59.795,Pass,
,,,,,,,,,,,,,,,,2.722071,,,,,,,,,,,26167441-a774-494f-9277-db80e75dc904,2816,,"[46.6, 25.6]",69208,79,,,,,-0.73260176,,Right Foot,,,"[72.5, 2.3]",,High Pass,,34.838196,,,,,Giulia Gwinn,25492.0,,,,,,,2,From Throw In,Sara Doorsoun-Khajeh,10261.0,Right Center Back,144,Germany Women's,857,['cf6384ae-1a50-4054-935c-853956b98b03'],2,,,,,,,,,,,,,,,,,,Germany Women's,857,00:34:02.933,Pass,
,,,,,,,,,,,,,,,,0.834288,,,,,,,,,,,b9ea5fd8-2e31-47ca-8ac2-b709d5a28821,2819,,"[72.5, 1.0]",69208,79,,,,,2.753274,,Right Foot,,,"[68.1, 2.8]",,Ground Pass,,4.753946,,,,,Lina Magull,10259.0,,,,,,,2,From Throw In,Giulia Gwinn,25492.0,Left Back,144,Germany Women's,857,['936490e2-9a4e-4dd5-a69c-86ca3e18b17f'],7,,,,,,,,,,,,,,,,,,Germany Women's,857,00:34:07.475,Pass,
,,,,,,,,,,,,,,,,1.666744,,,,,,,,,,,fa94c7cb-24b7-4950-bd30-354211e1a52b,2823,,"[71.4, 15.6]",69208,79,,,,,-2.4520535,,Right Foot,,,"[60.0, 6.2]",,Ground Pass,,14.775656,,,,,Marina Hegering,25491.0,,,,,,,2,From Throw In,Lina Magull,10259.0,Left Center Midfield,144,Germany Women's,857,['aeb800a7-42fe-468b-8dbf-c1c510c580b5'],15,,,,,,,,,,,,,,,,,,Germany Women's,857,00:34:15.200,Pass,
,,,,,,,,,,,,,,,,1.429499,,,,,,,,,,,e6804c59-e7a2-4d13-b27e-c1766bf99b56,2826,,"[58.4, 5.7]",69208,79,,,,,1.704227,,Right Foot,,,"[54.4, 35.5]",,Ground Pass,,30.067259,,,,,Sara Doorsoun-Khajeh,10261.0,,,,,,,2,From Throw In,Marina Hegering,25491.0,Left Center Back,144,Germany Women's,857,['2da68f68-3f4d-46bd-927b-6131637d8857'],18,,,,,,,,,,,,,,,,,,Germany Women's,857,00:34:18.081,Pass,
,,,,,,,,,,,,,,,,2.026216,,,,,,,,,,,03466ef9-6bd5-4c32-ae3c-eaea8f53b23a,2829,,"[57.7, 43.0]",69208,79,,,,,1.1246908,,Right Foot,,,"[72.0, 72.9]",,Ground Pass,,33.143627,,,,,Leonie Maier,10380.0,,,,,,,2,From Throw In,Sara Doorsoun-Khajeh,10261.0,Right Center Back,144,Germany Women's,857,['da916651-4c08-46ea-95c4-25c85e1e02db'],20,,,,,,,,,,,,,,,,,,Germany Women's,857,00:34:20.990,Pass,
,,,,,,,,,,,,,,,,2.094922,,,,,,,,,,,c8c48512-e37e-47e7-8c9b-f26f6f724533,2833,,"[71.4, 62.3]",69208,79,,,,,-2.2227924,,Right Foot,,,"[61.4, 49.2]",,Ground Pass,,16.480595,,,,,Sara Doorsoun-Khajeh,10261.0,,,,,,,2,From Throw In,Leonie Maier,10380.0,Right Back,144,Germany Women's,857,"['28587c08-43ae-44d7-9b9e-27ba6850a660', 'a04dd0e6-3b35-4f0a-8649-5c14f181eb20']",25,,,,,,,,,,,,,,,,,,Germany Women's,857,00:34:25.787,Pass,True
,,,,,,,,,,,,,,,,1.4679,,,,,,,,,,,635ad977-3c5e-4af2-85c2-e59e26d5c5d8,2836,,"[63.9, 46.2]",69208,79,,,,,-1.0761509,,Right Foot,,,"[77.6, 20.8]",,Ground Pass,,28.85914,,,,,Lina Magull,10259.0,,,,,,,2,From Throw In,Sara Doorsoun-Khajeh,10261.0,Right Center Back,144,Germany Women's,857,['36a29129-bfa9-4056-83fc-442ab31662b8'],28,,,,,,,,,,,,,,,,,,Germany Women's,857,00:34:28.609,Pass,
,,,,,,,,,,,,,,,,1.257856,,,,,,,,,,,f1f97369-24da-4dec-bc18-971a4c22759c,2840,,"[75.9, 19.5]",69208,79,,,,,-1.1121612,,Right Foot,,,"[83.8, 3.5]",,Ground Pass,,17.844048,,,,,Svenja Huth,10374.0,,,,,,,2,From Throw In,Lina Magull,10259.0,Left Center Midfield,144,Germany Women's,857,"['1efcde29-c76f-4647-9307-6372c31e6518', 'c107d49b-7744-475f-96f6-73f5ea4d7e5f']",31,,,,,,,,,,,,,,,,,,Germany Women's,857,00:34:31.433,Pass,True
,,,,,,,,,,,,,,,,0.8698,,,,,,,,,,,6b93c9dd-0c8a-4fe8-8513-24952b70d595,2843,,"[82.5, 2.9]",69208,79,,,,,1.404213,,Right Foot,,,"[84.4, 14.2]",,Ground Pass,,11.458621,,,,,Giulia Gwinn,25492.0,,,,,,,2,From Throw In,Svenja Huth,10374.0,Left Midfield,144,Germany Women's,857,['803af84c-7f16-4c74-92a4-5525fcd3d21e'],33,,,,,,,,,,,,,,,,,,Germany Women's,857,00:34:33.985,Pass,
,,,,,,,,,,,,,,,,1.4689,,,,,,,,,,,f7df82c6-55ce-43dd-9c05-10864c483649,2848,,"[33.8, 0.1]",69208,79,,,,,2.6321256,,,,,"[15.9, 10.1]",,Low Pass,,20.503902,,,,,Almuth Schult,10257.0,,,,,,Throw-in,2,From Throw In,Marina Hegering,25491.0,Left Center Back,145,Germany Women's,857,['2bbb0b5b-7ef8-44f7-9cda-13ea7f0d1dd0'],51,,,,,,,,,,,,,,,,,,Germany Women's,857,00:34:51.847,Pass,
,,,,,,,,,,,,,,,,2.197376,,,,,,,,,,,cab6aeae-0c11-4296-a5d7-327c39560b6e,2851,,"[12.0, 19.8]",69208,79,,,,,0.16514868,,Right Foot,,,"[30.0, 22.8]",,Ground Pass,,18.248287,,,,,Sara Doorsoun-Khajeh,10261.0,,,,,,,2,From Throw In,Almuth Schult,10257.0,Goalkeeper,145,Germany Women's,857,['5a799ee1-c8ae-4536-bc72-1c17c3c71eb2'],56,,,,,,,,,,,,,,,,,,Germany Women's,857,00:34:56.585,Pass,
,,,,,,,,,,,,,,,,1.012372,,,,,,,,,,,08cdc630-b93a-4948-afa5-4256f757cca7,2854,,"[36.9, 23.7]",69208,79,,,,,-0.028769039,,Right Foot,,,"[50.8, 23.3]",,Ground Pass,,13.905754,,,,,Dzsenifer Marozsan,10262.0,,,,,,,2,From Throw In,Sara Doorsoun-Khajeh,10261.0,Right Center Back,145,Germany Women's,857,['a2ef8dd7-81fb-4c02-9d89-c204b004a07d'],59,,,,,,,,,,,,,,,,,,Germany Women's,857,00:34:59.707,Pass,
,,,,,,,,,,,,,,,,1.069425,,,,,,,,,,,5ea29012-0a11-42ca-8f5f-206f80bd1ff3,2858,,"[56.8, 21.2]",69208,80,,,,,-1.8352847,,Right Foot,,,"[52.9, 6.8]",,Ground Pass,,14.91878,,,,,Lina Magull,10259.0,,,,,,,2,From Throw In,Dzsenifer Marozsan,10262.0,Left Center Forward,145,Germany Women's,857,['e75bc764-0781-4243-bec5-ee241693a357'],5,,,,,,,,,,,,,,,,,,Germany Women's,857,00:35:05.062,Pass,
,,,,,,,,,,,,,,,,5.144666,,,,,,,,,,,09a4c70e-a2c3-4960-917b-e8d457f88608,2861,,"[55.8, 21.7]",69208,80,,,,,-0.39297625,,Right Foot,,,"[106.7, 0.6]",,High Pass,,55.10009,,,Out,,Lena Oberdorf,25478.0,,,,,,,2,From Throw In,Lina Magull,10259.0,Left Center Midfield,145,Germany Women's,857,['58c09a76-85b2-4dc8-871f-6d739d8c02e3'],9,,,,,,,,,,,,,,,,,,Germany Women's,857,00:35:09.033,Pass,
,,,,,,,,,,,,,,,,1.818514,,,,,,,,,,,2e4c0336-2d9e-4c4a-90cf-3df4c6d1c619,2863,,"[16.5, 80.0]",69208,80,,True,,,-0.16418898,,,,,"[33.4, 77.2]",,High Pass,,17.130383,,,Incomplete,,,,,,,,,Throw-in,2,From Throw In,Hanna Erica Maria Glas,24693.0,Right Back,146,Sweden Women's,858,['984fed76-af13-4baa-aab4-df27618da80d'],30,,,,,,,,,,,,,,,,,,Sweden Women's,858,00:35:30.204,Pass,
,,,,,,,,,,,,,,,,1.379967,,,,,,,,,,,c8b3fe64-4c5e-4560-ab60-e045917e19c0,2866,,"[89.9, 20.4]",69208,80,,,,,1.4141945,ac29eb81-812a-4706-ad1e-d953ddcf4c76,Right Foot,,,"[91.7, 31.8]",,Ground Pass,,11.54123,,,,,Alexandra Popp,15178.0,True,,,,,,2,Regular Play,Giulia Gwinn,25492.0,Left Back,147,Germany Women's,857,"['598c786b-c594-4791-8794-d7d8414a339c', '9c1c163b-06cb-411c-b6ef-718d6dd66c66']",33,,,,,,,,,,,,,,,,,,Germany Women's,857,00:35:33.551,Pass,True
,,,,,,,,,,,,,,,,1.786974,,,,,,,,,,,78ba1a67-606d-4071-855c-feee4e1edc01,2873,,"[100.8, 61.0]",69208,80,,,,,-2.9166515,,Left Foot,,,"[89.0, 58.3]",,Ground Pass,,12.104958,,,,,Leonie Maier,10380.0,,,,,,Recovery,2,Regular Play,Svenja Huth,10374.0,Left Midfield,147,Germany Women's,857,"['151f90dd-ce26-4955-b6f0-36047890d005', '1cad6cc5-e0a8-47a1-9dea-8685831851cc']",39,,,,,,,,,,,,,,,,,,Germany Women's,857,00:35:39.677,Pass,True
,,,,,,,,,,,,,,,,2.114175,,,,,,,,,,,97223de5-d3b5-4342-90d3-7fa418c6c2ce,2876,,"[91.4, 59.0]",69208,80,,,,,0.98140484,,Right Foot,,,"[102.5, 75.6]",,Ground Pass,,19.969227,,,,,Svenja Huth,10374.0,,,,,,,2,Regular Play,Leonie Maier,10380.0,Right Back,147,Germany Women's,857,['63d2d6c1-32fc-4baa-b6a4-0ead27b7f679'],42,,,,,,,,,,,,,,,,,,Germany Women's,857,00:35:42.057,Pass,
,,,,,,,,,,,,,,,,2.2709,,,,,,,,,,,02c21b46-f20d-4053-b64f-99492088a2e6,2880,,"[101.7, 64.8]",69208,80,,,,,-2.266347,,Left Foot,,,"[81.5, 40.6]",,Ground Pass,,31.52269,,,,,Sara Doorsoun-Khajeh,10261.0,,,,,,,2,Regular Play,Svenja Huth,10374.0,Left Midfield,147,Germany Women's,857,['e62fa048-3393-4f27-a575-abfe5d311b0f'],50,,,,,,,,,,,,,,,,,,Germany Women's,857,00:35:50.002,Pass,
,,,,,,,,,,,,,,,,1.0442,,,,,,,,,,,f66d2286-da70-4683-bfde-1cc496b81eb7,2883,,"[80.5, 39.4]",69208,80,,,,,-0.83620185,,Left Foot,,,"[86.1, 33.2]",,Ground Pass,,8.354639,,,,,Lina Magull,10259.0,,,,,,,2,Regular Play,Sara Doorsoun-Khajeh,10261.0,Right Center Back,147,Germany Women's,857,['dc7b94de-2d6e-4c20-b97b-f6ebd5a7e924'],52,,,,,,,,,,,,,,,,,,Germany Women's,857,00:35:52.313,Pass,
,,,,,,,,,,,,,,,,0.872708,,,,,,,,,,,3ba82b6a-029d-405c-b57e-1e0567333898,2887,,"[82.9, 37.4]",69208,80,,,,,1.3823092,,Right Foot,,,"[86.2, 54.7]",,Ground Pass,,17.611927,,,,,Leonie Maier,10380.0,,,,,,,2,Regular Play,Lina Magull,10259.0,Left Center Midfield,147,Germany Women's,857,['d73f7356-ff66-427e-9133-46a2eded1c67'],55,,,,,,,,,,,,,,,,,,Germany Women's,857,00:35:55.433,Pass,
,,,,,,,,,,,,,,,,1.26049,,,,,,,,,,,8fee5dda-6c86-4cb8-95f3-fdebca7b74da,2891,,"[84.2, 54.0]",69208,80,,,,,-2.980659,,Right Foot,,,"[68.8, 51.5]",,Ground Pass,,15.601603,,,,,Marina Hegering,25491.0,,,,,,,2,Regular Play,Leonie Maier,10380.0,Right Back,147,Germany Women's,857,['f0ff721a-ecb7-438c-83c9-55642df16d2b'],59,,,,,,,,,,,,,,,,,,Germany Women's,857,00:35:59.953,Pass,
,,,,,,,,,,,,,,,,1.038021,,,,,,,,,,,d6950447-0122-4634-9157-68830d48544a,2894,,"[64.3, 44.9]",69208,81,,,,,-1.1949903,,Left Foot,,,"[70.1, 30.2]",,Ground Pass,,15.802848,,,,,Sara Doorsoun-Khajeh,10261.0,,,,,,,2,Regular Play,Marina Hegering,25491.0,Left Center Back,147,Germany Women's,857,['0d334ec3-b706-4065-ab4f-a2c9611e70a7'],3,,,,,,,,,,,,,,,,,,Germany Women's,857,00:36:03.622,Pass,
,,,,,,,,,,,,,,,,2.085266,,,,,,,,,,,31f45a6c-72d4-4a45-bbdc-f0b20bb97bdd,2897,,"[73.3, 26.1]",69208,81,,,,,-1.0884434,,Right Foot,,,"[85.5, 2.8]",,Ground Pass,,26.30076,,,,,Giulia Gwinn,25492.0,,,,,,,2,Regular Play,Sara Doorsoun-Khajeh,10261.0,Right Center Back,147,Germany Women's,857,['fb67fb67-96db-4e9e-9a6c-5d80655e405a'],5,,,,,,,,,,,,,,,,,,Germany Women's,857,00:36:05.593,Pass,
,,,,,,,,,,,,,,,,1.110652,,,,,,,,,,,11c3ea50-7536-473c-a8ab-434789e012e5,2904,,"[86.1, 17.5]",69208,81,,,,,0.74366415,,Right Foot,True,,"[109.8, 39.3]",,High Pass,,32.201397,,,Pass Offside,,Alexandra Popp,15178.0,,,,,,,2,Regular Play,Giulia Gwinn,25492.0,Left Back,147,Germany Women's,857,['85e63d77-225a-4dbe-80d1-79b992a069c8'],11,,,,,,,,,,,,,,,,,,Germany Women's,857,00:36:11.903,Pass,
,,,,,,,,,,,,,,,,2.9193,,,,,,,,,,,2a2cb11f-ca0c-4b8e-867f-e3890fefdb92,2907,,"[12.2, 38.4]",69208,83,,,,,-0.5008797,,Right Foot,,,"[67.0, 8.4]",,High Pass,,62.474316,,,Incomplete,,Sara Caroline Seger,10224.0,,,,,,Free Kick,2,From Free Kick,Rut Hedvig Lindahl,4640.0,Goalkeeper,148,Sweden Women's,858,"['1c54eb4b-bc52-414e-8b55-3316f8e243c5', 'b2d150a2-59de-4ccf-9b10-4d41b0e1158f']",46,,,,,,,,,,,,,,,,,,Sweden Women's,858,00:38:46.084,Pass,
,,,,,,,,,,,,,,,,2.6236,,,,,,,,,,,f09ec9f0-92a7-4638-8c3d-122db5c637a6,2911,,"[55.6, 6.4]",69208,83,,,,,0.5546816,,Left Foot,,,"[83.2, 23.5]",,High Pass,,32.467983,,,,,Emma Stina Blackstenius,10229.0,,,,,,Recovery,2,From Free Kick,Magdalena Lilly Eriksson,4633.0,Left Back,148,Sweden Women's,858,['883a5d33-1419-4fd0-adae-5d2941886e38'],51,,,,,,,,,,,,,,,,,,Sweden Women's,858,00:38:51.760,Pass,
,,,,,,,,,,,,,,,,0.685508,,,,,,,,,,,837beb93-9d85-41a6-8f11-1ba9806538be,2921,,"[46.9, 48.3]",69208,83,,,,,-0.89308804,,Left Foot,,,"[53.5, 40.1]",,Ground Pass,,10.526158,,,,,Lena Oberdorf,25478.0,,,,,,,2,From Free Kick,Sara Däbritz,10263.0,Right Midfield,148,Sweden Women's,858,['f17d4d2c-ace3-4938-aff8-3978dcf0c8f6'],57,,,,,,,,,,,,,,,,,,Germany Women's,857,00:38:57.974,Pass,
