ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_success_in_play,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_redirect,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93b43b63-574f-42f3-a75f-6c3faefa0741,328,,"[86.5, 42.0]",3775544,12,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Dagný Brynjarsdóttir,10124.0,Left Center Midfield,27,West Ham United LFC,972,['2cd9e00b-d419-4ccb-89bb-01f1ebff6a2c'],42,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:12:42.563,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3e562d13-d4e2-4855-a236-4ca2d4949908,337,,"[58.3, 39.4]",3775544,12,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Kate Longhurst,18147.0,Center Defensive Midfield,27,West Ham United LFC,972,['cf654519-be1a-4d44-b717-9d2c1990e2e0'],52,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:12:52.764,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,488fd9b4-abab-4331-a22c-2d3fa849d95e,339,,"[59.0, 19.5]",3775544,12,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Grace Fisk,34232.0,Right Center Back,27,West Ham United LFC,972,['07828294-dcce-4a28-94d3-7453adb76f8c'],54,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:12:54.652,Ball Receipt*,
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1ed25b9a-6d44-45a5-8630-6ba64e4290cc,342,,"[76.9, 20.8]",3775544,12,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Emily Louise van Egmond,5076.0,Center Attacking Midfield,27,West Ham United LFC,972,['8c338dad-5b86-42d5-a8a0-566570c12d02'],56,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:12:56.911,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2981ac62-f679-4f44-91b0-125b0c02f549,347,,"[58.0, 64.3]",3775544,13,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Mana Iwabuchi,25610.0,Center Attacking Midfield,27,West Ham United LFC,972,['4d24057d-7ffe-4d6d-aef5-65d6af9a9fd9'],1,,,,,,,,,,,,,,,,,,Aston Villa,2647,00:13:01.424,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c4f60344-90df-400f-96ad-88bb867644cc,352,,"[66.5, 16.6]",3775544,13,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Emily Louise van Egmond,5076.0,Center Attacking Midfield,27,West Ham United LFC,972,['92fce475-34f3-4693-82ca-a18ae955f182'],3,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:13:03.627,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bd885deb-0278-40aa-b455-dcc3bd4a977c,356,,"[71.0, 51.0]",3775544,13,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Dagný Brynjarsdóttir,10124.0,Left Center Midfield,27,West Ham United LFC,972,['28935d1f-a1f0-4e5a-bbe7-a0ceb86062cd'],9,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:13:09.941,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c6f9817e-e1bf-405e-91bb-306e66df912b,359,,"[83.4, 74.3]",3775544,13,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Cecilie Redisch Kvamme,31553.0,Right Wing Back,27,West Ham United LFC,972,['6506f63e-fc2b-44e7-a0a1-607bd7b770fa'],12,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:13:12.243,Ball Receipt*,
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57ce528d-4ba2-44af-85ab-0994ca0fdb39,364,,"[96.4, 77.5]",3775544,13,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Kenza Dali,15421.0,Right Center Midfield,28,West Ham United LFC,972,['a22eea6d-2568-4cea-b47a-18c9af3db376'],30,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:13:30.171,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a41b19b0-7e9c-4ad5-b2fa-9eb7dae97d17,367,,"[109.1, 77.7]",3775544,13,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Cecilie Redisch Kvamme,31553.0,Right Wing Back,29,West Ham United LFC,972,['9edde704-4a46-4fcf-8841-fd1c57893fad'],43,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:13:43.686,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39f57a1d-e03c-454d-8ee6-aac5df5400cd,373,,"[113.4, 65.4]",3775544,14,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Dagný Brynjarsdóttir,10124.0,Left Center Midfield,30,West Ham United LFC,972,['cb7c7c4b-02fb-42ea-b642-06c1ae560a8a'],2,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:14:02.547,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,012a80d0-1ffb-4178-99d3-620cc9859057,377,,"[111.1, 58.5]",3775544,14,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Martha Thomas,31558.0,Center Forward,30,West Ham United LFC,972,"['48ac246f-6053-4c66-84e4-651744f2bfc3', '638856ba-60ce-42e3-9d66-5531d667cfc9']",3,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:14:03.763,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b51deb17-6f95-43e1-9a9e-06801c771459,380,,"[103.2, 61.9]",3775544,14,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Kenza Dali,15421.0,Right Center Midfield,30,West Ham United LFC,972,['ec892697-b0d7-4df6-9d16-9b60a5c20389'],5,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:14:05.476,Ball Receipt*,
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,712ae845-77a9-4c50-bcc1-886fc0e10c24,382,,"[110.7, 32.5]",3775544,14,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Mayumi Pacheco,15724.0,Left Wing Back,30,West Ham United LFC,972,['0ac83cc6-6314-467d-b16b-abce26ff93ba'],7,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:14:07.510,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fac05aec-ffd5-4c69-837f-d132db1e6303,388,,"[88.6, 8.9]",3775544,14,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Kate Longhurst,18147.0,Center Defensive Midfield,30,West Ham United LFC,972,['4f3c020a-e5d1-435a-bd22-776e5a1a1bde'],14,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:14:14.158,Ball Receipt*,
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8c3089ef-49f3-4409-8212-fc2ad25de970,390,,"[101.2, 7.8]",3775544,14,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Mayumi Pacheco,15724.0,Left Wing Back,30,West Ham United LFC,972,['fc26190c-e46b-4121-9958-dd9d1113985a'],14,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:14:14.997,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c1ebf7bc-8b71-4b72-8a6f-094a7e939a01,395,,"[26.4, 77.5]",3775544,14,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Shania Hayles,19499.0,Left Center Forward,31,Aston Villa,2647,['26e7e2a9-1c89-4e2e-a97b-5e1197c00cfd'],17,,,,,,,,,,,,,,,,,,Aston Villa,2647,00:14:17.357,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69bfe9a6-50df-4aff-8e60-9c73a16a0b89,399,,"[30.4, 65.7]",3775544,14,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Mana Iwabuchi,25610.0,Center Attacking Midfield,31,Aston Villa,2647,['9bb92b88-89f6-40ad-acd1-17b9c029d1ec'],19,,,,,,,,,,,,,,,,,,Aston Villa,2647,00:14:19.279,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2ae29fe2-d19d-4fe3-946a-23201a3083cf,402,,"[44.4, 73.2]",3775544,14,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Shania Hayles,19499.0,Left Center Forward,31,Aston Villa,2647,['32272616-06d8-4326-acc5-f2874c22eaf0'],22,,,,,,,,,,,,,,,,,,Aston Villa,2647,00:14:22.670,Ball Receipt*,
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1b31a33c-ce73-44dd-a6e7-bd46c7c9408e,407,,"[109.9, 31.1]",3775544,14,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Stine Larsen,10102.0,Right Center Forward,31,Aston Villa,2647,['17bd6575-c7cc-472e-ba83-810fed39a032'],32,,,,,,,,,,,,,,,,,,Aston Villa,2647,00:14:32.065,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fe041f92-5e8e-4244-926a-73f2611a3e6d,412,,"[24.9, 24.8]",3775544,14,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Emily Louise van Egmond,5076.0,Center Attacking Midfield,32,West Ham United LFC,972,['a3665d32-ede0-4e59-ac73-1000d25ae932'],35,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:14:35.779,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7a3753cf-fa95-4164-bcec-109aaa44d600,416,,"[20.9, 21.8]",3775544,14,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Hawa Cissoko,31157.0,Left Center Back,32,West Ham United LFC,972,"['adfa0b9c-5d02-45a1-a208-27da3b359c0e', 'c4da5eb5-c09e-4221-9e3b-e35de5701879']",37,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:14:37.284,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36754f9c-08c0-410a-b50a-b2a7a8196b7e,418,,"[30.9, 26.2]",3775544,14,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Emily Louise van Egmond,5076.0,Center Attacking Midfield,32,West Ham United LFC,972,['9e00b89e-dcad-4ec4-abf0-8f0f6b4c7f77'],38,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:14:38.214,Ball Receipt*,
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34cd0e24-4aeb-415c-ad4b-d358605f7246,421,,"[42.5, 25.3]",3775544,14,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Kate Longhurst,18147.0,Center Defensive Midfield,32,West Ham United LFC,972,['1178b5f9-35e6-4228-bc62-9a8f6ea1ed0a'],40,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:14:40.560,Ball Receipt*,
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2ea8cfab-9379-4df8-ac51-ca71b32eba41,423,,"[93.7, 65.7]",3775544,14,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Mana Iwabuchi,25610.0,Center Attacking Midfield,32,West Ham United LFC,972,['cc942d6a-748b-4580-9036-fbd6bb5faf63'],41,,,,,,,,,,,,,,,,,,Aston Villa,2647,00:14:41.602,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f4c31c7f-1bda-4bd5-9c33-45eeea877485,428,,"[77.0, 6.6]",3775544,14,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Martha Thomas,31558.0,Center Forward,32,West Ham United LFC,972,"['46766f8c-8f20-4c90-99ab-0ddd7bc97889', 'a908fe81-259a-435f-b73f-596f48ae20af']",47,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:14:47.155,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,786e76ff-21aa-4452-a755-005930a2eb89,435,,"[25.4, 30.9]",3775544,15,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Natalie Haigh,46535.0,Left Center Back,33,Aston Villa,2647,['730319d1-f61c-4b7b-93bc-0ad65763adc7'],4,,,,,,,,,,,,,,,,,,Aston Villa,2647,00:15:04.383,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c1f072aa-161b-4a2b-9143-6ab4e1487798,438,,"[54.3, 2.4]",3775544,15,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Jodie Hutton,46537.0,Left Wing Back,33,Aston Villa,2647,['6b1cdc82-f72a-4a2d-a45b-b51172adb446'],10,,,,,,,,,,,,,,,,,,Aston Villa,2647,00:15:10.071,Ball Receipt*,
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9d9338e8-55b3-4c13-be27-a6790e9edd4d,441,,"[82.2, 2.1]",3775544,15,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Olivia McLoughlin,77717.0,Left Defensive Midfield,33,Aston Villa,2647,['cf9b37a9-322b-42bf-8a15-d7de523244ab'],16,,,,,,,,,,,,,,,,,,Aston Villa,2647,00:15:16.507,Ball Receipt*,
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ab6c759e-74c7-472c-8e1f-affce998041c,445,,"[76.5, 58.2]",3775544,15,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Cecilie Redisch Kvamme,31553.0,Right Wing Back,33,Aston Villa,2647,['469bf643-45a4-4289-a4cf-52d459baff6f'],45,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:15:45.179,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f201cd0f-cd93-4727-9f7e-b2ee4cd85cf5,451,,"[33.6, 40.1]",3775544,15,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Chloe Arthur,10193.0,Right Defensive Midfield,33,Aston Villa,2647,['5245ec81-e517-4e73-ae4b-07a196cfbe7b'],50,,,,,,,,,,,,,,,,,,Aston Villa,2647,00:15:50.409,Ball Receipt*,
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8c473f70-4a57-422a-9304-cf7be35746ac,453,,"[48.5, 46.4]",3775544,15,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Mana Iwabuchi,25610.0,Center Attacking Midfield,33,Aston Villa,2647,['ec9db3aa-77be-467a-9d98-c33f57ccdbda'],51,,,,,,,,,,,,,,,,,,Aston Villa,2647,00:15:51.488,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,afaa8194-a125-403b-9b12-c09b814b2e7c,458,,"[79.0, 49.2]",3775544,15,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Kenza Dali,15421.0,Right Center Midfield,34,West Ham United LFC,972,"['5ce696c9-9a60-4cc2-b7b8-91a8d598ae82', 'a58b9c1c-97e4-40e5-ae0e-b898004842b6']",54,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:15:54.049,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,684cbf44-7502-415f-a88a-2b3eef7dfc1e,462,,"[92.9, 76.4]",3775544,15,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Cecilie Redisch Kvamme,31553.0,Right Wing Back,34,West Ham United LFC,972,['061b0b6f-263b-4de5-a890-fc740a949a08'],56,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:15:56.784,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c8fe17c0-3ad3-4543-9eed-a24652807252,464,,"[93.7, 63.9]",3775544,15,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Kenza Dali,15421.0,Right Center Midfield,34,West Ham United LFC,972,['3a5fa076-809a-4cf8-923e-7868aa750412'],58,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:15:58.198,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5d51a756-bbee-49e4-b5ab-9d904a39560f,466,,"[118.6, 69.4]",3775544,16,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Cecilie Redisch Kvamme,31553.0,Right Wing Back,34,West Ham United LFC,972,['d90b4cd1-9b99-4007-8c43-16e97e243ad5'],0,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:16:00.876,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ab616627-4f00-43e8-a4e5-1a23fa1f8506,468,,"[115.1, 34.8]",3775544,16,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Dagný Brynjarsdóttir,10124.0,Left Center Midfield,34,West Ham United LFC,972,['7c0dc2f8-d577-44b3-b62e-dcfc4f9f7685'],2,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:16:02.954,Ball Receipt*,
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64718a76-e338-4b57-948a-59f0bc1a07e9,474,,"[67.3, 37.1]",3775544,16,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Dagný Brynjarsdóttir,10124.0,Left Center Midfield,35,Aston Villa,2647,['7131b28d-d603-4fa5-945b-ccec5de46fbd'],38,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:16:38.251,Ball Receipt*,
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d70db3d9-3676-474f-86b1-8c5929fe1e3c,479,,"[63.2, 60.8]",3775544,16,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Stine Larsen,10102.0,Right Center Forward,35,Aston Villa,2647,['7614f714-b4ca-4924-b70a-a53e0a2ab3d6'],45,,,,,,,,,,,,,,,,,,Aston Villa,2647,00:16:45.085,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1ba6f647-a06d-418b-ac57-658eaf3aaab4,483,,"[47.6, 33.7]",3775544,16,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Grace Fisk,34232.0,Right Center Back,36,West Ham United LFC,972,['7dcf3159-6123-4cd2-9969-60b7564f9e03'],47,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:16:47.789,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4a7f69ad-8048-4b78-961b-fe4406a69ce2,487,,"[47.4, 50.1]",3775544,16,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Gilly Louise Scarlett Flaherty,18151.0,Center Back,36,West Ham United LFC,972,['0b54c9b1-2b20-481a-87ee-e55ab47c82b9'],50,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:16:50.732,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c07f3028-e905-45eb-8eee-45f25f13b7d3,491,,"[63.5, 61.0]",3775544,16,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Kenza Dali,15421.0,Right Center Midfield,36,West Ham United LFC,972,"['20a92823-b73a-43da-b183-820a416853de', 'eece0d85-c6f3-4438-b859-8a6b1a6c3c5e']",52,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:16:52.772,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fb0c6571-1748-4180-ad93-64466a4480d2,495,,"[46.3, 45.2]",3775544,16,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Grace Fisk,34232.0,Right Center Back,36,West Ham United LFC,972,"['9db5eabd-1044-4a56-a74b-ecff3ef9910f', 'ec0b22bc-3d46-4ea1-9fd0-991c93314bc3']",57,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:16:57.527,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7844be43-69d0-4590-84e4-67ad144768e1,498,,"[61.2, 69.4]",3775544,16,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Gilly Louise Scarlett Flaherty,18151.0,Center Back,36,West Ham United LFC,972,"['dc641f76-3a9d-405c-90d6-0fe953af428c', 'e2b06ea7-4724-4f37-984b-43685cabff79']",59,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:16:59.865,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ef4f05b0-7bac-41ba-804c-ea89a42366d1,500,,"[64.1, 53.0]",3775544,17,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Kenza Dali,15421.0,Right Center Midfield,36,West Ham United LFC,972,['a3a506cf-c0c7-4be1-9c70-a8d573d59ba7'],0,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:17:00.794,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05fea592-2c66-44a7-84d3-108fa7cc3742,503,,"[116.6, 76.9]",3775544,17,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Cecilie Redisch Kvamme,31553.0,Right Wing Back,36,West Ham United LFC,972,['8f4b1313-773c-48a8-b242-3729f1af8471'],6,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:17:06.278,Ball Receipt*,
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9baed61b-c5a5-474b-b372-1d60d7fb3e22,505,,"[103.6, 43.8]",3775544,17,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Martha Thomas,31558.0,Center Forward,36,West Ham United LFC,972,['682bbdf2-a638-427d-8b9c-3f239301c8a9'],6,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:17:06.604,Ball Receipt*,
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25759f7a-005a-4e5c-ad31-7f4128f13c06,510,,"[71.3, 12.7]",3775544,17,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Stine Larsen,10102.0,Right Center Forward,36,West Ham United LFC,972,['84b06fd9-3564-4d9c-b170-251e171721fe'],13,,,,,,,,,,,,,,,,,,Aston Villa,2647,00:17:13.997,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13b1a881-c06e-4797-ae62-a044e33daff8,515,,"[62.1, 71.2]",3775544,17,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Gilly Louise Scarlett Flaherty,18151.0,Center Back,36,West Ham United LFC,972,['56be640b-a849-4ba8-a1b1-52aa69df2a98'],16,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:17:16.542,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2d9ec903-25e4-423c-8f33-677a37740cbe,518,,"[62.1, 56.5]",3775544,17,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Kate Longhurst,18147.0,Center Defensive Midfield,36,West Ham United LFC,972,['ae3b60a5-e38f-4127-bc8e-059be9ad3d16'],17,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:17:17.525,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7d9265a5-0a65-4951-8b02-e050f919a579,521,,"[50.8, 30.5]",3775544,17,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Hawa Cissoko,31157.0,Left Center Back,36,West Ham United LFC,972,['fb4e4ea9-91cb-4247-8852-6a4218c35a1d'],21,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:17:21.434,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d16b161b-b9e7-40ae-b06e-b92a12640fa7,523,,"[68.7, 12.4]",3775544,17,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Mayumi Pacheco,15724.0,Left Wing Back,36,West Ham United LFC,972,['a2b07af3-3244-4179-abff-e214041beeaf'],23,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:17:23.133,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,edeabb73-a159-403c-90c3-dc2baed1f78b,525,,"[78.0, 24.1]",3775544,17,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Dagný Brynjarsdóttir,10124.0,Left Center Midfield,36,West Ham United LFC,972,['39309d2a-2fb3-4049-bec9-21f24bb621f4'],23,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:17:23.895,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81269635-68ad-4742-a2af-d6e2544567ce,529,,"[68.7, 33.1]",3775544,17,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Emily Louise van Egmond,5076.0,Center Attacking Midfield,36,West Ham United LFC,972,['d6968ad6-6e87-4728-9cc9-48e21fe17e68'],25,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:17:25.860,Ball Receipt*,
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0c07c14a-217d-4dbe-9f45-c89da1537ef6,532,,"[87.4, 69.2]",3775544,17,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Cecilie Redisch Kvamme,31553.0,Right Wing Back,36,West Ham United LFC,972,['cf55c58c-6d91-49fe-bae3-6fe60d6ad322'],29,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:17:29.321,Ball Receipt*,
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,669a0eb6-7e78-4048-bb14-7f0f8a688034,542,,"[13.7, 8.4]",3775544,17,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Natalie Haigh,46535.0,Left Center Back,36,West Ham United LFC,972,['94e5b795-ac53-4a53-9ba0-22228b12afb4'],43,,,,,,,,,,,,,,,,,,Aston Villa,2647,00:17:43.514,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91d7c567-59ef-4e99-a3cc-98fec5a7a4ee,549,,"[109.1, 45.2]",3775544,18,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Martha Thomas,31558.0,Center Forward,37,West Ham United LFC,972,['e1aed443-1629-45c6-8060-7951a6380829'],25,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:18:25.248,Ball Receipt*,
