50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_success_in_play,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,1.638438,,,,,,,,,,,,,,15442d8e-7ee5-4db8-8c7f-2396e2e3e73b,420,,,"[88.5, 10.6]",3825875,10,,,,,-2.02863,,Right Foot,,,,"[85.1, 3.7]",Low Pass,,7.692204,,,,,Yuri Berchiche Izeta,3023.0,,,,Recovery,1,From Throw In,David Zurutuza Veillet,6669.0,Left Wing,22,Real Sociedad,210,['4b9d5966-99d1-4c20-91c7-b646174a22ff'],23,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:10:23.703,Pass,
,,,,,,,,,,,,,,,,,1.156889,,,,,,,,,,,,,,0d37595e-ca7b-4bd1-b319-e47a027b3fbe,423,,,"[84.9, 3.4]",3825875,10,,,,,1.670465,,Left Foot,,,,"[84.3, 9.4]",High Pass,,6.0299253,,,,,David Zurutuza Veillet,6669.0,,,,,1,From Throw In,Yuri Berchiche Izeta,3023.0,Left Back,22,Real Sociedad,210,['0cd80d3f-6ee0-4b31-b69a-a03d73a36302'],25,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:10:25.360,Pass,
,,,,,,,,,,,,,,,,,0.547547,,,,,,,,,,,,,,e814cba5-ca83-4d30-b750-db18c868ec75,427,,,"[83.4, 9.0]",3825875,10,,,,,-1.4489539,,Right Foot,,,,"[84.0, 4.1]",Ground Pass,,4.936598,,,,,Yuri Berchiche Izeta,3023.0,,,,,1,From Throw In,David Zurutuza Veillet,6669.0,Left Wing,22,Real Sociedad,210,"['59cd5105-d86f-437f-a11d-94fe7373c4eb', '70220812-778d-41dd-943c-f798d404c15d']",27,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:10:27.776,Pass,True
,,,,,,,,,,,,,,,,,1.060579,,,,,,,,,,,,,,6e7645a9-effe-4b12-8f2f-561668c79398,429,,,"[84.0, 4.1]",3825875,10,,,,,0.58075637,,Left Foot,,,,"[90.4, 8.3]",Ground Pass,,7.6550636,,,,,David Zurutuza Veillet,6669.0,,,,,1,From Throw In,Yuri Berchiche Izeta,3023.0,Left Back,22,Real Sociedad,210,['eef6bbb2-8235-41ea-96ad-dad5dd10c4b8'],28,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:10:28.323,Pass,
,,,,,,,,,,,,,,,,,0.550845,,,,,,,,,,,,,,0399ac1e-3314-404a-9378-46d9d6cd3e60,431,,,"[90.4, 8.3]",3825875,10,,,,,-2.597041,,Right Foot,,,,"[83.3, 4.0]",Ground Pass,,8.300602,,,,,Yuri Berchiche Izeta,3023.0,,,,,1,From Throw In,David Zurutuza Veillet,6669.0,Left Wing,22,Real Sociedad,210,['4c9004bb-5a36-4986-9319-293df317e07b'],29,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:10:29.384,Pass,
,,,,,,,,,,,,,,,,,1.529086,,,,,,,,,,,,,,bb4ba762-c046-422e-a3fe-423e3f31b3fb,434,,,"[81.5, 4.1]",3825875,10,,,,,2.8143477,,Left Foot,,,,"[59.7, 11.5]",Ground Pass,,23.021729,,,,,Asier Illarramendi Andonegi,6671.0,,,,,1,From Throw In,Yuri Berchiche Izeta,3023.0,Left Back,22,Real Sociedad,210,['a17757e2-ad9b-40ae-a8e8-0aa4ada1f626'],31,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:10:31.132,Pass,
,,,,,,,,,,,,,,,,,2.105715,,,,,,,,,,,,,,3b569dd8-415f-458b-83a8-e737fdec1a38,437,,,"[59.2, 19.0]",3825875,10,,,,,1.644307,,Left Foot,,,,"[57.3, 44.8]",Ground Pass,,25.869867,,,,,Aritz Elustondo Irribaria,6679.0,,,,,1,From Throw In,Asier Illarramendi Andonegi,6671.0,Left Center Midfield,22,Real Sociedad,210,['d4d2ad19-73bd-4216-b535-f9a0841e1625'],34,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:10:34.865,Pass,
,,,,,,,,,,,,,,,,,1.768031,,,,,,,,,,,,,,37a2c211-1950-4b9a-a652-1a330e9203ed,440,,,"[61.6, 49.9]",3825875,10,,,,,1.0951011,,Right Foot,,,,"[73.5, 73.0]",Ground Pass,,25.984995,,,,,Joseba Zaldúa Bengoetxea,6605.0,,,,,1,From Throw In,Aritz Elustondo Irribaria,6679.0,Right Center Back,22,Real Sociedad,210,['63b0291b-a5af-4577-b501-f3486c8c3237'],39,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:10:39.169,Pass,
,,,,,,,,,,,,,,,,,0.814835,,,,,,,,,,,,,,3841c537-7e8d-4c7f-a7df-fae3bc376a0c,443,,,"[73.0, 73.0]",3825875,10,,,,,-1.308103,,Right Foot,,,,"[76.2, 61.1]",Ground Pass,,12.322743,,,,,Mikel Oyarzabal Ugarte,6685.0,,,,,1,From Throw In,Joseba Zaldúa Bengoetxea,6605.0,Right Back,22,Real Sociedad,210,['54fea697-06d3-45f0-9ac5-4b29165c006d'],41,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:10:41.721,Pass,
,,,,,,,,,,,,,,,,,0.569836,,,,,,,,,,,,,,1eebd66d-b190-427b-ba23-4ac2cc713382,451,,,"[73.2, 80.0]",3825875,10,,True,,,-2.5300956,,,,,,"[47.1, 61.7]",Low Pass,,31.876324,,,,,Aritz Elustondo Irribaria,6679.0,,,,Throw-in,1,From Throw In,Joseba Zaldúa Bengoetxea,6605.0,Right Back,23,Real Sociedad,210,['87fbdcdd-3edb-4fe9-92a4-5e3f51aa1a5e'],51,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:10:51.190,Pass,
,,,,,,,,,,,,,,,,,2.269646,,,,,,,,,,,,,,0ae40f2a-6d2b-4355-8914-885bfc065a34,453,,,"[53.7, 58.5]",3825875,10,,,,,-1.8415805,,Right Foot,,,,"[44.9, 26.8]",Ground Pass,,32.898785,,,,,Íñigo Martínez Berridi,6665.0,,,,,1,From Throw In,Aritz Elustondo Irribaria,6679.0,Right Center Back,23,Real Sociedad,210,['b5c454ad-ff50-4e4a-97cf-d263806634b4'],52,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:10:52.668,Pass,
,,,,,,,,,,,,,,,,,2.026381,,,,,,,,,,,,,,c74ca590-f2cc-4df1-b189-a5748bbd8725,456,,,"[46.3, 21.3]",3825875,10,,,,,-0.8604449,,Left Foot,,,,"[58.6, 7.0]",Ground Pass,,18.862131,,,,,Yuri Berchiche Izeta,3023.0,,,,,1,From Throw In,Íñigo Martínez Berridi,6665.0,Left Center Back,23,Real Sociedad,210,['26790592-7a80-484d-95e7-edff52d8a58d'],55,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:10:55.092,Pass,
,,,,,,,,,,,,,,,,,1.242526,,,,,,,,,,,,,,c35e2c5f-88b4-4326-b32d-a3af3ec361ac,459,,,"[58.6, 7.0]",3825875,10,,,,,0.25436807,,Left Foot,,,,"[73.6, 10.9]",Low Pass,,15.49871,,,,,David Zurutuza Veillet,6669.0,,,,,1,From Throw In,Yuri Berchiche Izeta,3023.0,Left Back,23,Real Sociedad,210,['51909442-e257-48c9-9812-8cd0e428fc5a'],58,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:10:58.073,Pass,
,,,,,,,,,,,,,,,,,0.994004,,,,,,,,,,,,,,1e592517-a053-4cc2-b3fb-83e42393cb30,463,,,"[74.2, 11.3]",3825875,10,,,,,-2.5431738,,Right Foot,,,,"[67.6, 6.8]",Ground Pass,,7.9881163,,,,,Yuri Berchiche Izeta,3023.0,,,,,1,From Throw In,David Zurutuza Veillet,6669.0,Left Wing,23,Real Sociedad,210,"['19b4066f-3d61-4308-85af-e19dbda6bf53', '4b89b454-f39c-497f-bc55-5fb3f8ccb33d']",59,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:10:59.330,Pass,True
,,,,,,,,,,,,,,,,,1.158424,,,,,,,,,,,,,,806e4f30-36f1-43c7-8e15-aef167a4aa80,467,,,"[68.0, 6.0]",3825875,11,,,,,-0.15741688,,Left Foot,,,,"[80.6, 4.0]",Ground Pass,,12.757743,,,,,David Zurutuza Veillet,6669.0,,,,,1,From Throw In,Yuri Berchiche Izeta,3023.0,Left Back,23,Real Sociedad,210,['e938d325-a161-4283-9bcc-300dd0672d2e'],0,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:11:00.422,Pass,
,,,,,,,,,,,,,,,,,2.562384,,,,,,,,,,,,,,a1be6c41-2b13-485f-833b-de5edbc70d2d,475,,,"[27.5, 74.8]",3825875,11,,,,,-0.116141625,,Right Foot,,,,"[51.5, 72.0]",High Pass,,24.16278,,,Incomplete,,Cédric Bakambu,6862.0,,,,,1,From Throw In,Mario Gaspar Pérez Martínez,6772.0,Right Back,23,Real Sociedad,210,"['03ad4032-987f-4e16-942c-4cff0207b843', '298da7c7-973b-4be2-9edc-8afcd02bd6e9', '827e0a09-1861-4965-8578-5a8c9bc073de']",4,,,,,,,,,,,,,,,,,,Villarreal,222,00:11:04.577,Pass,True
,,,,,,,,,,,,,,,,,1.58524,,,,,,,,,,,,,,298da7c7-973b-4be2-9edc-8afcd02bd6e9,477,,,"[68.6, 8.1]",3825875,11,,,,,2.0174963,,Right Foot,,,,"[62.9, 20.0]",Ground Pass,,13.194695,,,,,Diego Antonio Reyes Rosales,16539.0,,,,Recovery,1,From Throw In,Asier Illarramendi Andonegi,6671.0,Left Center Midfield,23,Real Sociedad,210,"['12e42cc1-3141-41dc-9937-707a13e118fc', 'a1be6c41-2b13-485f-833b-de5edbc70d2d']",7,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:11:07.139,Pass,
,,,,,,,,,,,,,,,,,1.036571,,,,,,,,,,,,,,bf7351f3-a1cf-42fc-8230-524e252c23f8,479,,,"[62.5, 20.0]",3825875,11,,,,,-2.4929502,,Right Foot,,,,"[50.1, 10.6]",Ground Pass,,15.560205,,,,,Íñigo Martínez Berridi,6665.0,,,,,1,From Throw In,Diego Antonio Reyes Rosales,16539.0,Center Defensive Midfield,23,Real Sociedad,210,['b206f72e-2228-4127-9703-72c9c83581e3'],8,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:11:08.724,Pass,
,,,,,,,,,,,,,,,,,3.612073,,,,,,,,,,,,,,f1ccf786-b064-474a-835a-4d8813a49410,482,,,"[48.5, 10.6]",3825875,11,,,,,2.4030914,,Left Foot,,,,"[19.5, 37.0]",Ground Pass,,39.216835,,,,,Gerónimo Rulli,6694.0,,,,,1,From Throw In,Íñigo Martínez Berridi,6665.0,Left Center Back,23,Real Sociedad,210,['f97377e0-0ede-4b03-9de6-9fe5a691ad85'],10,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:11:10.690,Pass,
,,,,,,,,,,,,,,,,,1.703362,,,,,,,,,,,,,,6b264c71-99b0-4850-b92c-53181709195d,485,,,"[19.5, 37.0]",3825875,11,,,,,0.7626748,,Right Foot,,,,"[33.0, 49.9]",Ground Pass,,18.67244,,,,,Aritz Elustondo Irribaria,6679.0,,,,,1,From Throw In,Gerónimo Rulli,6694.0,Goalkeeper,23,Real Sociedad,210,['cf7a19da-ac1e-4f4e-9b13-e7f8d496cefe'],14,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:11:14.422,Pass,
,,,,,,,,,,,,,,,,,1.337948,,,,,,,,,,,,,,43585a2e-d4ef-439d-be79-5767057264f7,488,,,"[37.5, 51.7]",3825875,11,,,,,0.27094686,,Right Foot,,,,"[53.7, 56.2]",Ground Pass,,16.813387,,,,,Mikel Oyarzabal Ugarte,6685.0,,,,,1,From Throw In,Aritz Elustondo Irribaria,6679.0,Right Center Back,23,Real Sociedad,210,['e194116c-579a-49c0-ab5c-e3ad3bb7b456'],19,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:11:19.442,Pass,
,,,,,,,,,,,,,,,,,1.835352,,,,,,,,,,,,,,c20ec3c6-7b81-4b0b-903e-cd9519c17f1b,490,,,"[53.1, 55.8]",3825875,11,,,,,3.0436413,,Left Foot,,,,"[35.8, 57.5]",Ground Pass,,17.383326,,,,,Aritz Elustondo Irribaria,6679.0,,,,,1,From Throw In,Mikel Oyarzabal Ugarte,6685.0,Right Wing,23,Real Sociedad,210,['617c5553-b587-48e6-8268-ff0411d537ee'],20,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:11:20.780,Pass,
,,,,,,,,,,,,,,,,,2.344957,,,,,,,,,,,,,,8858abba-5b7b-45d6-95b0-a514c8fa1a38,493,,,"[33.2, 56.1]",3825875,11,,,,,-2.7934165,,Right Foot,,,,"[6.2, 46.3]",Ground Pass,,28.723509,,,,,Gerónimo Rulli,6694.0,,,,,1,From Throw In,Aritz Elustondo Irribaria,6679.0,Right Center Back,23,Real Sociedad,210,['f0096a15-858c-42d0-a452-b8fe5442ebe2'],23,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:11:23.848,Pass,
,,,,,,,,,,,,,,,,,2.381853,,,,,,,,,,,,,,54db9c3d-01d9-44fe-9a14-e245dcf30e21,497,,,"[5.2, 47.8]",3825875,11,,,,,0.23849227,,Right Foot,,,,"[48.8, 58.4]",High Pass,,44.870033,,,Incomplete,,,,,,,,1,From Throw In,Gerónimo Rulli,6694.0,Goalkeeper,23,Real Sociedad,210,"['2735b09b-4396-4fc9-8193-8ccad62da233', '48726f5a-0a9a-4eea-adc7-732a115d4e06']",28,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:11:28.314,Pass,True
,,,,,,,,,,,,,,,,,1.687648,,,,,,,,,,,,,,2735b09b-4396-4fc9-8193-8ccad62da233,498,,,"[71.3, 21.7]",3825875,11,,,,True,1.1601442,,,,,,"[80.4, 42.6]",High Pass,,22.795176,,,Incomplete,,,,,,,Recovery,1,From Throw In,Bruno Soriano Llido,22819.0,Right Defensive Midfield,23,Real Sociedad,210,"['261e7686-db39-442e-a359-57d3201b8ef0', '54db9c3d-01d9-44fe-9a14-e245dcf30e21', '91633493-3d69-45dc-89ab-fc9e71ef11e9']",30,,,,,,,,,,,,,,,,,,Villarreal,222,00:11:30.696,Pass,True
,,,,,,,,,,,,,,,,,1.148621,,,,,,,,,,,,,,2e0eb0a6-82db-4d1c-9f7e-25a3e3a5c97d,502,,,"[38.3, 42.5]",3825875,11,,,,,1.4225856,,Right Foot,,,,"[42.6, 71.3]",Ground Pass,,29.119238,,,,,Joseba Zaldúa Bengoetxea,6605.0,,,,,1,From Throw In,Asier Illarramendi Andonegi,6671.0,Left Center Midfield,23,Real Sociedad,210,['3f3c539e-6c86-4126-810f-95cf96d44501'],34,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:11:34.130,Pass,
,,,,,,,,,,,,,,,,,1.878027,,,,,,,,,,,,,,5ad3bddc-1800-48c9-a2b5-0b2e941130b1,506,,,"[42.3, 72.2]",3825875,11,,,,,0.115759216,,Right Foot,,,,"[63.8, 74.7]",High Pass,,21.644861,,,,,Mikel Oyarzabal Ugarte,6685.0,,,,,1,From Throw In,Joseba Zaldúa Bengoetxea,6605.0,Right Back,23,Real Sociedad,210,"['16fd48c8-2e2a-4002-9c56-b6a2a05d0619', 'e4efb123-fa02-45e7-88ec-41f309975f32']",35,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:11:35.948,Pass,True
,,,,,,,,,,,,,,,,,0.480831,,,,,,,,,,,,,,e4ad38c4-f6cb-41d6-b8fc-47a0c568e502,512,,,"[62.8, 74.0]",3825875,11,,True,,,-2.1922653,,Right Foot,,,,"[51.7, 58.5]",Ground Pass,,19.064627,,,,,Aritz Elustondo Irribaria,6679.0,,,,Free Kick,1,From Free Kick,Joseba Zaldúa Bengoetxea,6605.0,Right Back,24,Real Sociedad,210,['ea532b58-a17a-4f13-be38-b7f22acb0ad3'],56,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:11:56.151,Pass,
,,,,,,,,,,,,,,,,,1.015608,,,,,,,,,,,,,,59729b23-ca34-43e8-b987-d6b2f7c3a3be,514,,,"[51.7, 58.5]",3825875,11,,,,,1.3071417,,Right Foot,,,,"[56.1, 74.8]",Ground Pass,,16.883425,,,,,Joseba Zaldúa Bengoetxea,6605.0,,,,,1,From Free Kick,Aritz Elustondo Irribaria,6679.0,Right Center Back,24,Real Sociedad,210,['1fd34fef-abee-40ec-9acd-93dd181b4a53'],58,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:11:58.645,Pass,
,,,,,,,,,,,,,,,,,3.141849,,,,,,,,,,,,,,067b172f-2229-487d-9496-9b581d9ce9c3,517,,,"[56.1, 74.8]",3825875,12,,,,,-2.5011337,,Right Foot,,,,"[19.2, 47.3]",Ground Pass,,46.020214,,,,,Gerónimo Rulli,6694.0,,,,,1,From Free Kick,Joseba Zaldúa Bengoetxea,6605.0,Right Back,24,Real Sociedad,210,['519b03cf-3265-465e-9cde-514b73e3bf2b'],0,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:12:00.427,Pass,
,,,,,,,,,,,,,,,,,2.301569,,,,,,,,,,,,,,94182cbe-e4e3-4d68-a412-294d10bf63fd,520,,,"[19.2, 47.3]",3825875,12,,,,,-1.192654,,Right Foot,,,,"[30.8, 18.1]",Ground Pass,,31.419739,,,,,Íñigo Martínez Berridi,6665.0,,,,,1,From Free Kick,Gerónimo Rulli,6694.0,Goalkeeper,24,Real Sociedad,210,['119948db-4c73-41ef-aa7c-69f22f0e0629'],8,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:12:08.659,Pass,
,,,,,,,,,,,,,,,,,1.464062,,,,,,,,,,,,,,9aeb52d3-c7a5-4826-9ea7-d42e0c970165,523,,,"[55.7, 23.2]",3825875,12,,,,,-1.0079281,,Right Foot,,,,"[66.3, 6.4]",Ground Pass,,19.864542,,,,,Yuri Berchiche Izeta,3023.0,,,,,1,From Free Kick,Íñigo Martínez Berridi,6665.0,Left Center Back,24,Real Sociedad,210,['6bd04151-d8f2-4a1c-ad28-ec82b88aae97'],15,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:12:15.276,Pass,
,,,,,,,,,,,,,,,,,1.177293,,,,,,,,,,,,,,ea186524-76e6-431f-9c3e-6b4f04a8c809,526,,,"[66.3, 6.4]",3825875,12,,,,,1.5367959,,Left Foot,,,,"[66.8, 21.1]",Ground Pass,,14.708501,,,,,Asier Illarramendi Andonegi,6671.0,,,,,1,From Free Kick,Yuri Berchiche Izeta,3023.0,Left Back,24,Real Sociedad,210,['8a81a3f8-5f91-400e-8c35-4cf85a4a00f9'],18,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:12:18.006,Pass,
,,,,,,,,,,,,,,,,,0.646715,,,,,,,,,,,,,,78de8fd4-550c-4f3b-b2b1-cac9cbbef3b8,529,,,"[65.9, 17.8]",3825875,12,,,,,-0.58075637,,Right Foot,,,,"[75.5, 11.5]",Ground Pass,,11.482595,,,,,David Zurutuza Veillet,6669.0,,,,,1,From Free Kick,Asier Illarramendi Andonegi,6671.0,Left Center Midfield,24,Real Sociedad,210,['9e863c3c-8af7-4bc3-b81c-611370f41b8b'],19,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:12:19.977,Pass,
,,,,,,,,,,,,,,,,,0.681664,,,,,,,,,,,,,,eb9bc130-91a4-4676-a1a4-ffaf32e82f59,531,,,"[75.5, 11.5]",3825875,12,,,,,-2.863293,,Left Foot,,,,"[65.7, 8.7]",Ground Pass,,10.192154,,,,,Asier Illarramendi Andonegi,6671.0,,,,,1,From Free Kick,David Zurutuza Veillet,6669.0,Left Wing,24,Real Sociedad,210,['db51f7dc-1bf1-4872-ad3b-8291025a6528'],20,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:12:20.623,Pass,
,,,,,,,,,,,,,,,,,1.726539,,,,,,,,,,,,,,486a1154-0c52-4103-9a0a-8fad496bb9e2,534,,,"[63.2, 6.8]",3825875,12,,,,,2.8153377,,Right Foot,,,,"[49.9, 11.3]",Ground Pass,,14.040655,,,,,Íñigo Martínez Berridi,6665.0,,,,,1,From Free Kick,Asier Illarramendi Andonegi,6671.0,Left Center Midfield,24,Real Sociedad,210,['cb223524-79d1-43ec-86fb-696bf5392050'],23,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:12:23.314,Pass,
,,,,,,,,,,,,,,,,,1.201407,,,,,,,,,,,,,,6eeb54b4-898c-43b1-bf07-36cacbb54de7,537,,,"[49.9, 11.3]",3825875,12,,,,,0.980935,,Left Foot,,,,"[58.2, 23.7]",Ground Pass,,14.921461,,,,,Diego Antonio Reyes Rosales,16539.0,,,,,1,From Free Kick,Íñigo Martínez Berridi,6665.0,Left Center Back,24,Real Sociedad,210,['b29811c5-37f0-45ba-8057-c936937f244e'],25,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:12:25.348,Pass,
,,,,,,,,,,,,,,,,,1.588982,,,,,,,,,,,,,,5ba7c6d5-b197-4921-a101-bd621ae51db1,539,,,"[58.2, 23.7]",3825875,12,,,,,-2.2685077,,Right Foot,,,,"[49.9, 13.8]",Ground Pass,,12.918979,,,,,Íñigo Martínez Berridi,6665.0,,,,,1,From Free Kick,Diego Antonio Reyes Rosales,16539.0,Center Defensive Midfield,24,Real Sociedad,210,['d7c0ce47-4e24-4240-b4fb-fe714d423dd8'],26,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:12:26.549,Pass,
,,,,,,,,,,,,,,,,,0.990153,,,,,,,,,,,,,,cbc44817-49ff-47c2-b22c-1107ad85ace0,542,,,"[49.8, 13.8]",3825875,12,,,,,-1.2242575,,Left Foot,,,,"[52.4, 6.6]",Ground Pass,,7.6550636,,,,,Yuri Berchiche Izeta,3023.0,,,,,1,From Free Kick,Íñigo Martínez Berridi,6665.0,Left Center Back,24,Real Sociedad,210,['603737ac-42bc-41a2-84dd-ddd2c72325c1'],30,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:12:30.489,Pass,
,,,,,,,,,,,,,,,,,2.77586,,,,,,,,,,,,,,6e2f3f9e-0d88-4f62-b50e-941df0edd607,545,,,"[52.4, 6.6]",3825875,12,,,,,1.6124389,,Right Foot,,,,"[50.5, 52.2]",Ground Pass,,45.639565,,,,,Aritz Elustondo Irribaria,6679.0,,True,,,1,From Free Kick,Yuri Berchiche Izeta,3023.0,Left Back,24,Real Sociedad,210,['778b356d-08cd-4738-b3fd-b38cd5a25480'],32,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:12:32.878,Pass,
,,,,,,,,,,,,,,,,,1.102142,,,,,,,,,,,,,,0f5ddae8-9be1-4817-b040-9df4eb38c5ec,548,,,"[64.5, 57.1]",3825875,12,,,,,-0.9141779,,Right Foot,,,,"[76.6, 41.4]",Ground Pass,,19.821705,,,,,Carlos Alberto Vela Garrido,5560.0,,,,,1,From Free Kick,Aritz Elustondo Irribaria,6679.0,Right Center Back,24,Real Sociedad,210,['694b295f-b0c8-4a72-880d-307b78e80d50'],39,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:12:39.329,Pass,
,,,,,,,,,,,,,,,,,1.716223,,,,,,,,,,,,,,32d8d298-a49f-4917-9790-50459dbc66c9,551,,,"[72.3, 39.5]",3825875,12,,,,,-1.1718613,,Left Foot,,,,"[86.0, 7.0]",High Pass,,35.269535,,,,,Yuri Berchiche Izeta,3023.0,,,,,1,From Free Kick,Carlos Alberto Vela Garrido,5560.0,Center Forward,24,Real Sociedad,210,['0485d09a-e20b-4b32-b2c8-726aa4a56b1b'],42,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:12:42.276,Pass,
,,,,,,,,,,,,,,,,,0.415645,,,,,,,,,,,,,,50a90a54-1d2c-4f18-89fe-95e724e4f00c,554,,,"[87.2, 5.4]",3825875,12,,,,,0.6812982,,Left Foot,,,,"[102.0, 17.4]",Low Pass,,19.053608,,,Incomplete,,David Zurutuza Veillet,6669.0,,,,,1,From Free Kick,Yuri Berchiche Izeta,3023.0,Left Back,24,Real Sociedad,210,"['4e694772-12ab-466a-b3fd-572a0b3223ab', '7046a3c1-84a6-4744-ae83-e3a0bf60e4c2']",45,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:12:45.281,Pass,
,,,,,,,,,,,,,,,,,2.178354,,,,,,,,,,,,,,8fa6e545-93aa-440b-86b2-4b73f78c5ad3,559,,,"[89.8, 7.6]",3825875,12,,,,,-2.9018495,,Left Foot,,,,"[80.8, 5.4]",Ground Pass,,9.264988,,,,,Asier Illarramendi Andonegi,6671.0,,,,,1,From Free Kick,Yuri Berchiche Izeta,3023.0,Left Back,24,Real Sociedad,210,['a5673756-ce26-4a18-a987-92abb6f75d45'],50,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:12:50.454,Pass,
,,,,,,,,,,,,,,,,,1.82962,,,,,,,,,,,,,,5803ab4e-8101-4234-bb8b-26fc444a8132,562,,,"[83.4, 5.0]",3825875,12,,,,,2.8290162,,Right Foot,,,,"[67.0, 10.3]",Ground Pass,,17.235138,,,,,Íñigo Martínez Berridi,6665.0,,,,,1,From Free Kick,Asier Illarramendi Andonegi,6671.0,Left Center Midfield,24,Real Sociedad,210,['3fb6eba5-1d25-4d5a-aa1b-252c3432fbc5'],53,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:12:53.590,Pass,
,,,,,,,,,,,,,,,,,1.212495,,,,,,,,,,,,,,4e65ee8e-b84b-4726-948c-77e359263fd0,565,,,"[67.0, 10.3]",3825875,12,,,,,-0.30805278,,Left Foot,,,,"[86.8, 4.0]",Ground Pass,,20.778114,,,,,Yuri Berchiche Izeta,3023.0,,,,,1,From Free Kick,Íñigo Martínez Berridi,6665.0,Left Center Back,24,Real Sociedad,210,['548c2cb8-b0f8-49a2-8f9d-1da5896208de'],56,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:12:56.348,Pass,
,,,,,,,,,,,,,,,,,1.216471,,,,,,,,,,,,,,c77d9b7f-b75b-4f4d-b923-886f621c4af2,568,,,"[87.2, 4.0]",3825875,12,,,,,0.892677,,Left Foot,,,,"[93.0, 11.2]",Ground Pass,,9.24554,,,Incomplete,,David Zurutuza Veillet,6669.0,,,,,1,From Free Kick,Yuri Berchiche Izeta,3023.0,Left Back,24,Real Sociedad,210,"['6b60a1ac-af9f-4f34-ba55-7fc41c00440e', '7acd3d33-3ba9-4fd6-a655-2dcb70cd596c']",58,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:12:58.436,Pass,
