ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,2.158814,,,,,,,,,,,,3e21747a-6921-4673-ae69-ce7feb92f8d9,1188,,"[80.5, 0.1]",3754169,30,,,,,2.9342341,,,,,,"[43.9, 7.8]",,Low Pass,,37.401203,,,,,Sylvain Distin,40218.0,,,,Throw-in,1,From Throw In,Charlie Daniels,3345.0,Left Back,70,AFC Bournemouth,28,['23faf50b-a559-4603-b472-133e94e269e0'],49,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:30:49.344,Pass,
,,,,,,,,,,,,,,,1.766474,,,,,,,,,,,,0cf92b3e-d22d-43c0-968a-6e43dc84ae82,1191,,"[42.8, 11.6]",3754169,30,,,,,1.8322752,,Left Foot,,,,"[33.3, 47.1]",,Ground Pass,,36.74915,,,,,Steve Cook,3341.0,,,,,1,From Throw In,Sylvain Distin,40218.0,Left Center Back,70,AFC Bournemouth,28,['ac70e7c4-5c71-4c8f-baaf-4fc60183187c'],52,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:30:52.903,Pass,
,,,,,,,,,,,,,,,1.785731,,,,,,,,,,,,580d1f0c-a35f-45eb-8b85-8eefc81d420f,1194,,"[34.4, 50.1]",3754169,30,,,,,1.2698761,,Right Foot,,,,"[42.5, 76.2]",,Ground Pass,,27.328007,,,,,Simon Francis,3608.0,,,,,1,From Throw In,Steve Cook,3341.0,Right Center Back,70,AFC Bournemouth,28,['3612f5f4-e3c2-44d3-b9f6-5f40cfd5bf25'],56,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:30:56.472,Pass,
,,,,,,,,,,,,,,,1.023976,,,,,,,,,,,,23ed243a-0963-45eb-9ff6-968585cfa6b7,1197,,"[48.2, 76.4]",3754169,31,,,,,-1.4685897,,Right Foot,,,,"[49.0, 68.6]",,Ground Pass,,7.8409185,,,,,Andrew Surman,3344.0,,,,,1,From Throw In,Simon Francis,3608.0,Right Back,70,AFC Bournemouth,28,['e36a95d3-841f-4134-aa54-75143573abfc'],1,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:31:01.998,Pass,
,,,,,,,,,,,,,,,1.324151,,,,,,,,,,,,c8b33035-bbc0-49df-bdf7-4f437c2ca4d9,1201,,"[49.0, 72.9]",3754169,31,,,,,0.45471928,,Left Foot,,,,"[58.0, 77.3]",,Ground Pass,,10.017983,,,,,Matt Ritchie,3049.0,,,,,1,From Throw In,Andrew Surman,3344.0,Right Defensive Midfield,70,AFC Bournemouth,28,"['53bc4e27-889e-4b5e-a789-9679a569e815', '6def25cb-d9c3-47cf-991c-f3d0e2aac94b']",4,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:31:04.051,Pass,True
,,,,,,,,,,,,,,,0.464946,,,,,,,,,,,,a9047bab-0d1a-41a4-8308-20b6ed67baea,1205,,"[54.7, 75.9]",3754169,31,,,,,1.5707964,,Left Foot,,,,"[54.7, 78.1]",,Ground Pass,,2.2,,,,,Callum Wilson,3616.0,,,,,1,From Throw In,Matt Ritchie,3049.0,Right Midfield,70,AFC Bournemouth,28,"['d652a05a-4e09-4046-8575-f4ce7f50f0df', 'ec869b27-ec4a-49c5-8a02-9f91f2f564d3']",7,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:31:07.749,Pass,True
,,,,,,,,,,,,,,,1.365611,,,,,,,,,,,,d2d97681-c1eb-4334-8fc2-c08b421a434f,1207,,"[54.7, 78.1]",3754169,31,,,,,-3.1288815,,Left Foot,,,,"[31.1, 77.8]",,Ground Pass,,23.601906,,,,,Simon Francis,3608.0,,,,,1,From Throw In,Callum Wilson,3616.0,Center Forward,70,AFC Bournemouth,28,"['20c6b1a3-f471-4508-a03b-a9d264690b4a', 'd652a05a-4e09-4046-8575-f4ce7f50f0df']",8,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:31:08.214,Pass,True
,,,,,,,,,,,,,,,1.824436,,,,,,,,,,,,2c5a721b-e7c3-4472-b54b-5cf9c3289e95,1210,,"[31.4, 77.0]",3754169,31,,,,,-1.4590193,,Left Foot,,,,"[33.6, 57.4]",,Ground Pass,,19.723083,,,,,Dan Gosling,3343.0,,,,,1,From Throw In,Simon Francis,3608.0,Right Back,70,AFC Bournemouth,28,['88b9d9fa-15f2-45c2-8920-786de3845925'],11,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:31:11.639,Pass,
,,,,,,,,,,,,,,,0.819119,,,,,,,,,,,,9b3f0a37-e810-4c13-bd22-77cdb2e48957,1213,,"[33.6, 57.4]",3754169,31,,,,,0.020545054,,Right Foot,,,,"[48.2, 57.7]",,Low Pass,,14.603082,,,,,Andrew Surman,3344.0,,,,,1,From Throw In,Dan Gosling,3343.0,Left Defensive Midfield,70,AFC Bournemouth,28,['b7123036-dcf4-4256-a837-4e23cc72fff4'],13,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:31:13.877,Pass,
,,,,,,,,,,,,,,,1.905298,,,,,,,,,,,,323348e7-bc68-4393-8327-0e5ce132b675,1216,,"[39.3, 51.5]",3754169,31,,,,,-1.2201319,,Left Foot,,,,"[51.7, 17.6]",,Low Pass,,36.096676,,,,,Charlie Daniels,3345.0,,,,,1,From Throw In,Andrew Surman,3344.0,Right Defensive Midfield,70,AFC Bournemouth,28,['393ad367-5922-4625-b1b0-44b7da088a87'],17,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:31:17.090,Pass,
,,,,,,,,,,,,,,,1.236992,,,,,,,,,,,,d7414c62-b152-4d90-9be1-6c20e0196050,1219,,"[86.8, 21.9]",3754169,31,,,,,1.1779258,,Left Foot,,,,"[91.4, 33.0]",,Ground Pass,,12.015407,,,,,Dan Gosling,3343.0,,,,,1,From Throw In,Charlie Daniels,3345.0,Left Back,70,AFC Bournemouth,28,['f64f0124-f861-4839-8bf6-3be38e4aca56'],23,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:31:23.682,Pass,
,,,,,,,,,,,,,,,1.817901,,,,,,,,,,,,54ff4d40-7182-4a35-9eec-6661f5c1340a,1222,,"[94.9, 31.9]",3754169,31,,,,,-0.962107,,Right Foot,,,,"[108.7, 12.1]",,Ground Pass,,24.134623,,,,,Marc Pugh,3646.0,,,,,1,From Throw In,Dan Gosling,3343.0,Left Defensive Midfield,70,AFC Bournemouth,28,['cec954ee-f6d8-4062-ae83-de8c206d53d7'],25,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:31:25.820,Pass,
,,,,,,,,,,,,,,,2.240183,,,,,,,,,,,,6fd9bf04-1b12-4bc2-9e37-cd6d13bf62e5,1225,,"[108.7, 12.4]",3754169,31,,,,,1.3706551,,Right Foot,True,,,"[115.8, 47.4]",,High Pass,,35.712883,,,Incomplete,,Callum Wilson,3616.0,,,,,1,From Throw In,Marc Pugh,3646.0,Left Midfield,70,AFC Bournemouth,28,"['356d5a8b-f05f-44db-b79d-7ef6fc872335', 'a5f0d403-a7bc-4991-a34a-c62a39043d7f']",29,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:31:29.419,Pass,
,,,,,,,,,,,,,,,1.492146,,,,,,,,,,,,d8f04952-ce65-4a20-ad1e-c0b8386429ab,1229,,"[120.0, 80.0]",3754169,32,,,,,-1.9518068,e6bb0a83-c348-4084-8db8-7c28d41ee353,Right Foot,,,,"[106.3, 45.8]",,High Pass,,36.84196,,,,True,Marc Pugh,3646.0,True,,Outswinging,Corner,1,From Corner,Simon Francis,3608.0,Right Back,71,AFC Bournemouth,28,['467f95ea-b8e1-47cd-b74c-691cf7342cb9'],6,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:32:06.338,Pass,
,,,,,,,,,,,,,,,3.592697,,,,,,,,,,,,29e96dce-fd1c-4139-9925-ea616d2a4b41,1234,,"[6.0, 36.0]",3754169,32,,,,,-0.06111542,,Right Foot,,,,"[68.1, 32.2]",,High Pass,,62.216156,,,Incomplete,,Jermain Defoe,3337.0,,,,Goal Kick,1,From Goal Kick,Costel Fane Pantilimon,6871.0,Goalkeeper,72,Sunderland,41,"['ea340f76-1e86-4b0c-b59f-bb7972fdf1ce', 'fd201e63-ffe8-4ca3-a1eb-63b92c798423']",33,,,,,,,,,,,,,,,,,Sunderland,41,00:32:33.622,Pass,
,,,,,,,,,,,,,,,0.786163,,,,,,,,,,,,fd201e63-ffe8-4ca3-a1eb-63b92c798423,1237,,"[52.0, 47.9]",3754169,32,,,,True,0.4370758,,,,,,"[64.2, 53.6]",,Low Pass,,13.465883,,,Incomplete,,,,,,,Recovery,1,From Goal Kick,Sylvain Distin,40218.0,Left Center Back,72,Sunderland,41,"['29e96dce-fd1c-4139-9925-ea616d2a4b41', '7e4a422d-e5ad-470f-850d-9e26bb31616e', 'abc73b5a-861b-4399-bdee-c24c0cf82225']",37,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:32:37.215,Pass,True
,,,,,,,,,,,,,,,1.295573,,,,,,,,,,,,7e4a422d-e5ad-470f-850d-9e26bb31616e,1238,,"[55.9, 26.5]",3754169,32,,,,,-0.3529904,,Left Foot,,,,"[63.5, 23.7]",,Low Pass,,8.099382,,,Incomplete,,,,,,,Recovery,1,From Goal Kick,Yann Gérard M''Vila,4429.0,Right Defensive Midfield,72,Sunderland,41,"['72691918-3646-41e4-9be6-aeea474c2170', 'fd201e63-ffe8-4ca3-a1eb-63b92c798423']",38,,,,,,,,,,,,,,,,,Sunderland,41,00:32:38.001,Pass,
,,,,,,,,,,,,,,,0.859475,,,,,,,,,,,,db42f7ba-2d55-4d8f-bc3f-603a37bd74a5,1242,,"[57.4, 56.1]",3754169,32,,,,,-1.3022169,,Left Foot,,,,"[60.4, 45.2]",,Ground Pass,,11.305308,,,,,Marc Pugh,3646.0,,,,,1,From Goal Kick,Andrew Surman,3344.0,Right Defensive Midfield,72,Sunderland,41,"['7d9134a8-0281-48aa-933b-ef70c8e27232', '85bf1e41-1bbc-46a9-8776-541bcffe33bc']",41,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:32:41.531,Pass,True
,,,,,,,,,,,,,,,1.358964,,,,,,,,,,,,e52d6263-e3f8-4a13-afd3-62abde2f7af7,1248,,"[64.2, 45.0]",3754169,32,,True,,,0.036085412,,Right Foot,,,,"[91.9, 46.0]",,Low Pass,,27.718044,,,Incomplete,,Callum Wilson,3616.0,,,,Free Kick,1,From Free Kick,Dan Gosling,3343.0,Left Defensive Midfield,73,AFC Bournemouth,28,"['003fd86f-73f4-4dbf-9e7f-c65d0f13cc4b', '8941b26b-00c6-40ce-ad64-19d9b6620793']",56,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:32:56.059,Pass,
,,,,,,,,,,,,,,,1.788245,,,,,,,,,,,,003fd86f-73f4-4dbf-9e7f-c65d0f13cc4b,1250,,"[28.2, 34.1]",3754169,32,,,,,-1.3780956,,Head,,,,"[29.8, 25.9]",,High Pass,,8.354639,,,,,Jordi Gómez García-Penche,43627.0,,,,Recovery,1,Regular Play,Sebastián Coates Nión,6300.0,Right Center Back,74,Sunderland,41,"['6ca52a2a-2ef9-4d7b-8e3f-624041f87af7', 'e52d6263-e3f8-4a13-afd3-62abde2f7af7']",57,,,,,,,,,,,,,,,,,Sunderland,41,00:32:57.418,Pass,
,,,,,,,,,,,,,,,1.790864,,,,,,,,,,,,d2686d0d-b4f5-4316-bbf2-5964cfcb8009,1253,,"[29.8, 25.9]",3754169,32,,,,True,2.598115,,,,,,"[15.4, 34.6]",,Low Pass,,16.82409,,,,,Younes Kaboul,4746.0,,,,,1,Regular Play,Jordi Gómez García-Penche,43627.0,Left Defensive Midfield,74,Sunderland,41,"['4a6bb0d1-060a-48c4-979e-79ab09fe9520', '8212a07a-f85b-4e96-957a-5e7b62de066f']",59,,,,,,,,,,,,,,,,,Sunderland,41,00:32:59.215,Pass,True
,,,,,,,,,,,,,,,1.99678,,,,,,,,,,,,b992fb36-dfaf-4203-8724-a00e08bf3ece,1256,,"[20.1, 19.7]",3754169,33,,,,,-0.19791667,,Right Foot,,,,"[57.0, 12.3]",,High Pass,,37.634693,,,,,Ola Toivonen,4417.0,,,,,1,Regular Play,Younes Kaboul,4746.0,Left Center Back,74,Sunderland,41,['89e32412-4ff9-4712-9bb9-9f0cfee9ba1a'],5,,,,,,,,,,,,,,,,,Sunderland,41,00:33:05.376,Pass,
,,,,,,,,,,,,,,,1.354802,,,,,,,,,,,,ce9d2aee-dbb8-4dcc-aa4a-b2d854871e8e,1259,,"[57.0, 12.3]",3754169,33,,,,True,0.26060238,,,,,,"[70.5, 15.9]",,High Pass,,13.971757,,,,,Jermain Defoe,3337.0,,,,,1,Regular Play,Ola Toivonen,4417.0,Center Attacking Midfield,74,Sunderland,41,"['0aef4e52-944d-4c0d-a111-156033179820', 'd6962bd0-27d2-4a94-bee0-aa4963b0132f']",7,,,,,,,,,,,,,,,,,Sunderland,41,00:33:07.373,Pass,True
,,,,,,,,,,,,,,,1.54242,,,,,,,,,,,,23c483f3-a1b7-46a9-9c4a-9d177436d89c,1262,,"[70.5, 28.6]",3754169,33,,,,,1.5786393,,Right Foot,,,,"[70.3, 54.1]",,Ground Pass,,25.500784,,,,,Fabio Borini,7171.0,,,,,1,Regular Play,Jermain Defoe,3337.0,Center Forward,74,Sunderland,41,['dc0b071c-68e3-446a-9774-7008eda2bd34'],10,,,,,,,,,,,,,,,,,Sunderland,41,00:33:10.983,Pass,
,,,,,,,,,,,,,,,1.555037,,,,,,,,,,,,540e2c7e-7938-4bb7-94db-7f722aa26397,1265,,"[86.3, 38.1]",3754169,33,,,,,-1.8656476,,Right Foot,,,,"[82.2, 24.6]",,Ground Pass,,14.108863,,,,,Jordi Gómez García-Penche,43627.0,,,,,1,Regular Play,Fabio Borini,7171.0,Left Wing,74,Sunderland,41,['14d480e4-5351-4b2f-a530-37e8fdebafc6'],16,,,,,,,,,,,,,,,,,Sunderland,41,00:33:16.814,Pass,
,,,,,,,,,,,,,,,1.104395,,,,,,,,,,,,93139b3b-dd6e-4403-9f87-cb6406ca65d4,1268,,"[89.0, 19.4]",3754169,33,,,,,-1.5707964,,Left Foot,,,,"[89.0, 2.8]",,Ground Pass,,16.6,,,,,Jeremain Lens,16457.0,,,,,1,Regular Play,Jordi Gómez García-Penche,43627.0,Left Defensive Midfield,74,Sunderland,41,['b98e995d-9d20-4b81-9142-163465bd71d2'],20,,,,,,,,,,,,,,,,,Sunderland,41,00:33:20.867,Pass,
,,,,,,,,,,,,,,,1.068488,,,,,,,,,,,,be2e50b1-007c-41ce-bd33-63af0ccec555,1270,,"[89.0, 2.8]",3754169,33,,,,,3.0113811,,Right Foot,,,,"[80.6, 3.9]",,Ground Pass,,8.471718,,,,,Patrick van Aanholt,3321.0,,,,,1,Regular Play,Jeremain Lens,16457.0,Right Wing,74,Sunderland,41,['514b317b-4d77-4bf9-9f25-cbc1165610d1'],21,,,,,,,,,,,,,,,,,Sunderland,41,00:33:21.971,Pass,
,,,,,,,,,,,,,,,0.610989,,,,,,,,,,,,b48fb3da-99b7-48be-97e8-cc918585b4b4,1273,,"[80.3, 6.4]",3754169,33,,,,,2.1150768,,Left Foot,,,,"[75.7, 14.0]",,Ground Pass,,8.883693,,,,,Jordi Gómez García-Penche,43627.0,,,,,1,Regular Play,Patrick van Aanholt,3321.0,Left Back,74,Sunderland,41,['30aea8c5-fb57-4816-ad65-d30030bf19d2'],24,,,,,,,,,,,,,,,,,Sunderland,41,00:33:24.364,Pass,
,,,,,,,,,,,,,,,1.250043,,,,,,,,,,,,f6070825-8a30-4756-84e6-234a13fd70e5,1276,,"[74.1, 12.6]",3754169,33,,,,,-0.5880026,,Left Foot,,,,"[90.3, 1.8]",,Ground Pass,,19.469976,,,,,Jeremain Lens,16457.0,,,,,1,Regular Play,Jordi Gómez García-Penche,43627.0,Left Defensive Midfield,74,Sunderland,41,['0f1adce1-87de-4da2-b517-79ba82f562c9'],25,,,,,,,,,,,,,,,,,Sunderland,41,00:33:25.955,Pass,
,,,,,,,,,,,,,,,0.512809,,,,,,,,,,,,1783f598-586c-4a3e-9ce3-3401bfc9ebfa,1278,,"[90.3, 1.8]",3754169,33,,,,,1.3583643,,Right Foot,,,,"[91.4, 6.9]",,Ground Pass,,5.217279,,,Incomplete,,Patrick van Aanholt,3321.0,,,,,1,Regular Play,Jeremain Lens,16457.0,Right Wing,74,Sunderland,41,"['6d181d98-9a0f-4dfe-aec7-937611d4e8d7', 'fe2cf1ab-5bc5-428d-bafa-e6990e093a19']",27,,,,,,,,,,,,,,,,,Sunderland,41,00:33:27.205,Pass,
,,,,,,,,,,,,,,,2.047526,,,,,,,,,,,,5329fbbd-0d1f-446e-a2ae-effd3ea38d58,1285,,"[29.5, 80.0]",3754169,33,,,,,-0.18998829,,,,,,"[42.5, 77.5]",,High Pass,,13.238202,,,Incomplete,,Matt Ritchie,3049.0,,,,Throw-in,1,From Throw In,Simon Francis,3608.0,Right Back,76,AFC Bournemouth,28,"['c552b3c7-b82c-49ec-9d6b-443267d5fc5d', 'de5145f5-0331-40e1-94df-5839556cf3f2']",41,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:33:41.578,Pass,
,,,,,,,,,,,,,,,0.719335,,,,,,,,,,,,ac1f9cb1-e974-406c-ac22-cda11314df29,1290,,"[40.9, 72.6]",3754169,33,,,,,1.1705557,,Right Foot,,,,"[43.1, 77.8]",,Ground Pass,,5.646238,,,,,Matt Ritchie,3049.0,,,,,1,From Throw In,Dan Gosling,3343.0,Left Defensive Midfield,76,AFC Bournemouth,28,['8a29103e-120c-4baa-b924-595205c90169'],45,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:33:45.722,Pass,
,,,,,,,,,,,,,,,0.057541,,,,,,,,,,,,1571131a-6be3-4e18-8b21-f59fff225429,1293,,"[42.5, 77.8]",3754169,33,,,,,-1.8444556,,Left Foot,,,,"[40.9, 72.1]",,Low Pass,,5.920304,,,Incomplete,,,,,,,,1,From Throw In,Matt Ritchie,3049.0,Right Midfield,76,AFC Bournemouth,28,['e144b20a-be03-4032-9544-8b2b2f5c7ae5'],46,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:33:46.479,Pass,
,,,,,,,,,,,,,,,1.710276,,,,,,,,,,,,3bcb8c98-16cf-4fd9-88b1-15803ae9398c,1298,,"[84.9, 2.8]",3754169,33,,,,,0.9446596,,Left Foot,,,,"[93.0, 14.0]",,Ground Pass,,13.822083,,,,,Jermain Defoe,3337.0,,,,,1,Regular Play,Jeremain Lens,16457.0,Right Wing,77,Sunderland,41,['7cb653ae-9da3-4abc-a675-47f1a2224b7d'],49,,,,,,,,,,,,,,,,,Sunderland,41,00:33:49.121,Pass,
,,,,,,,,,,,,,,,1.453242,,,,,,,,,,,,f70aa1be-46f7-4b79-84ec-08220a00ed9c,1305,,"[95.5, 17.0]",3754169,35,,,,,1.6456562,aeb21def-363b-4279-b348-30c239e2314a,Right Foot,,,,"[95.2, 21.0]",,Ground Pass,,4.0112343,,,,,Younes Kaboul,4746.0,True,,,Free Kick,1,From Free Kick,Yann Gérard M''Vila,4429.0,Right Defensive Midfield,78,Sunderland,41,['39f76ae1-38af-440f-bcfd-784a1d8814aa'],1,,,,,,,,,,,,,,,,,Sunderland,41,00:35:01.332,Pass,
,,,,,,,,,,,,,,,3.104537,,,,,,,,,,,,c8d4c526-384e-49be-b8d3-2964824c8289,1311,,"[93.6, 0.1]",3754169,36,,,,,2.456231,,,,,,"[64.0, 24.3]",,High Pass,,38.233494,,,,,Younes Kaboul,4746.0,,,,Throw-in,1,From Throw In,Patrick van Aanholt,3321.0,Left Back,79,Sunderland,41,['5e68c93f-9c94-4936-b0f6-d58141910011'],25,,,,,,,,,,,,,,,,,Sunderland,41,00:36:25.175,Pass,
,,,,,,,,,,,,,,,1.282317,,,,,,,,,,,,e7cb7669-600f-4762-b939-d9e8f7c4378c,1314,,"[63.5, 24.6]",3754169,36,,,,,2.2786803,,Right Foot,,,,"[54.0, 35.7]",,Ground Pass,,14.6102705,,,,,Sebastián Coates Nión,6300.0,,,,,1,From Throw In,Younes Kaboul,4746.0,Left Center Back,79,Sunderland,41,['b8406ff4-08ed-45f6-aa41-c2b9bcfde4c8'],29,,,,,,,,,,,,,,,,,Sunderland,41,00:36:29.027,Pass,
,,,,,,,,,,,,,,,1.417111,,,,,,,,,,,,2328ecbb-b103-4878-8ca2-f7f0a2031882,1317,,"[54.5, 38.9]",3754169,36,,,,,-1.8517532,,Right Foot,,,,"[50.2, 24.0]",,Ground Pass,,15.508062,,,,,Younes Kaboul,4746.0,,,,,1,From Throw In,Sebastián Coates Nión,6300.0,Right Center Back,79,Sunderland,41,['f806133c-0734-442c-96fe-cb0c5ad3347a'],32,,,,,,,,,,,,,,,,,Sunderland,41,00:36:32.474,Pass,
,,,,,,,,,,,,,,,3.941639,,,,,,,,,,,,e4e41b16-f679-43e3-b4d6-2b426c365133,1320,,"[50.2, 24.0]",3754169,36,,,,,0.61072594,,Right Foot,,,,"[95.2, 55.5]",,High Pass,,54.9295,,,Incomplete,,,,,,,,1,From Throw In,Younes Kaboul,4746.0,Left Center Back,79,Sunderland,41,"['9e33e430-14ee-4110-80e1-1d86cbb7b7d1', 'ecc3220e-3142-46df-a5c9-5a7b296b520e']",33,,,,,,,,,,,,,,,,,Sunderland,41,00:36:33.892,Pass,True
,,,,,,,,,,,,,,,2.148692,,,,,,,,,,,,9e33e430-14ee-4110-80e1-1d86cbb7b7d1,1321,,"[24.9, 24.6]",3754169,36,,,,,-0.28342125,,Head,,,,"[35.2, 21.6]",,High Pass,,10.728001,,,Incomplete,,Marc Pugh,3646.0,,,,Recovery,1,From Throw In,Charlie Daniels,3345.0,Left Back,79,Sunderland,41,"['37bec880-7d4c-4090-bb17-a7e57744a9b6', 'c13ba150-f8f2-41d0-9f5a-86f8fcb81502', 'e4e41b16-f679-43e3-b4d6-2b426c365133']",37,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:36:37.833,Pass,
,,,,,,,,,,,,,,,0.68866,,,,,,,,,,,,c13ba150-f8f2-41d0-9f5a-86f8fcb81502,1324,,"[84.9, 58.5]",3754169,36,,,,True,-0.2715996,,,,,,"[92.8, 56.3]",,High Pass,,8.20061,,,,,Fabio Borini,7171.0,,,,Recovery,1,From Throw In,Billy Jones,10503.0,Right Back,79,Sunderland,41,"['1f95c25a-4507-46ca-82fb-e3b264521e54', '9e33e430-14ee-4110-80e1-1d86cbb7b7d1', 'cf4c0da9-549a-4d7c-8010-52826d326395']",39,,,,,,,,,,,,,,,,,Sunderland,41,00:36:39.982,Pass,True
,,,,,,,,,,,,,,,1.494445,,,,,,,,,,,,a2f86345-6c17-4353-83c1-a88f905914ef,1326,,"[92.8, 56.3]",3754169,36,,,,,2.0552742,,Head,,,,"[89.8, 62.0]",,High Pass,,6.441273,,,,,Billy Jones,10503.0,,,,,1,From Throw In,Fabio Borini,7171.0,Left Wing,79,Sunderland,41,['450a440b-f1d8-4cd2-a0f0-e9e6514b7827'],40,,,,,,,,,,,,,,,,,Sunderland,41,00:36:40.708,Pass,
,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,5df33077-3b18-4fe5-a8c3-5ad64b42bfe2,1328,,"[89.8, 62.0]",3754169,36,,,,,-1.0617255,,Right Foot,,,,"[92.2, 57.7]",,Low Pass,,4.924429,,,Incomplete,,Fabio Borini,7171.0,,,,,1,From Throw In,Billy Jones,10503.0,Right Back,79,Sunderland,41,"['398799a2-e102-40ae-81c6-7b7fdc0d8264', 'a497817a-cef4-400c-90a6-830d72ba6f9b']",42,,,,,,,,,,,,,,,,,Sunderland,41,00:36:42.202,Pass,
,,,,,,,,,,,,,,,1.777008,,,,,,,,,,,,73b16978-e30e-42b1-a871-d78476c4ad9b,1334,,"[112.6, 69.3]",3754169,36,,,,,-1.815775,,Right Foot,,,,"[112.0, 66.9]",,Low Pass,,2.4738634,,,Incomplete,,,,,,,,1,From Throw In,Billy Jones,10503.0,Right Back,79,Sunderland,41,"['cb126c64-b91f-46b2-9f0e-b426509f3703', 'd3617f7a-a972-4ed3-bfe1-83dcff76c49a']",46,,,,,,,,,,,,,,,,,Sunderland,41,00:36:46.856,Pass,True
,,,,,,,,,,,,,,,2.395758,,,,,,,,,,,,258491fa-2472-43f2-b251-92ca5093aae7,1340,,"[83.0, 75.3]",3754169,36,,,,,-2.3352551,,Right Foot,,,,"[64.3, 55.8]",,Low Pass,,27.017403,,,,,Sebastián Coates Nión,6300.0,,,,,1,From Throw In,Yann Gérard M''Vila,4429.0,Right Defensive Midfield,79,Sunderland,41,['722be258-ee0a-4916-bf9b-d2eb35342920'],58,,,,,,,,,,,,,,,,,Sunderland,41,00:36:58.716,Pass,
,,,,,,,,,,,,,,,5.443168,,,,,,,,,,,,0a9eebff-2d70-4cae-8089-53bf83e3936c,1343,,"[64.3, 55.2]",3754169,37,,,,,-2.1552808,,Right Foot,,,,"[46.9, 28.9]",,Ground Pass,,31.5349,,,,,Jordi Gómez García-Penche,43627.0,,,,,1,From Throw In,Sebastián Coates Nión,6300.0,Right Center Back,79,Sunderland,41,"['ecf11f26-fe12-4d66-9e95-678e0fa232e5', 'f6e2dc21-51ca-49e3-8af1-17707875febe']",1,,,,,,,,,,,,,,,,,Sunderland,41,00:37:01.112,Pass,True
,,,,,,,,,,,,,,,1.652774,,,,,,,,,,,,59b09329-a69e-4b7f-b99b-386e38df0db5,1345,,"[46.9, 28.9]",3754169,37,,,,,-1.3176403,,Left Foot,,,,"[52.1, 8.8]",,Ground Pass,,20.761744,,,,,Younes Kaboul,4746.0,,,,,1,From Throw In,Jordi Gómez García-Penche,43627.0,Left Defensive Midfield,79,Sunderland,41,['c6775afd-c018-416b-9559-45e55ba5e549'],6,,,,,,,,,,,,,,,,,Sunderland,41,00:37:06.555,Pass,
,,,,,,,,,,,,,,,0.469214,,,,,,,,,,,,fd901354-e85f-470d-a789-e7623cde2eb8,1349,,"[72.4, 9.1]",3754169,37,,,,,0.22082877,,Right Foot,,,,"[82.2, 11.3]",,Ground Pass,,10.043903,,,Incomplete,,,,,,,,1,From Throw In,Younes Kaboul,4746.0,Left Center Back,79,Sunderland,41,"['6df679f7-e37f-4790-a93a-3863c353e2c7', 'a0d37ac7-aeec-488b-84ed-d8b178ad62f1']",11,,,,,,,,,,,,,,,,,Sunderland,41,00:37:11.317,Pass,True
