ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,1.056118,,,,,,,,,,,,fab83cda-9d35-4e5e-a989-3494f69d767e,553,,,"[86.6, 26.5]",3754195,15,,,,,2.6658974,,Right Foot,,,"[83.3, 28.2]",,Ground Pass,,3.7121422,,,Georginio Wijnaldum,3567.0,,,,,,1,Regular Play,Ayoze Pérez Gutiérrez,3076.0,Right Center Forward,31,Newcastle United,37,['c9c2ff17-c810-44e5-b136-bada601e6cce'],43,,,,,,,,,,,,,,,,Newcastle United,37,00:15:43.339,Pass,
,,,,,,,,,,,,,,,,,,0.475101,,,,,,,,,,,,ca170624-df51-4ed7-a419-9f948527e758,556,,,"[85.3, 28.9]",3754195,15,,,,,0.34253278,,Right Foot,,,"[98.2, 33.5]",,Ground Pass,,13.69562,,,Aleksandar Mitrović,4269.0,,,,,,1,Regular Play,Georginio Wijnaldum,3567.0,Left Midfield,31,Newcastle United,37,['ae048770-65c3-4260-ae20-240686d8f06f'],44,,,,,,,,,,,,,,,,Newcastle United,37,00:15:44.454,Pass,
,,,,,,,,,,,,,,,,,,1.16395,,,,,,,,,,,,0b39f4e8-27d9-4141-ae76-66b7411ab301,560,,,"[96.7, 32.9]",3754195,15,,,,,-1.0104364,,Right Foot,,,"[103.1, 22.7]",,High Pass,,12.0415945,,Incomplete,Ayoze Pérez Gutiérrez,3076.0,,,,,,1,Regular Play,Aleksandar Mitrović,4269.0,Left Center Forward,31,Newcastle United,37,"['18dbcc9c-7e29-48eb-9ad7-64c11e58896e', '9b6f11d1-d7f7-47d5-8098-574bf80aebb1', 'f964849f-bee3-4171-939e-3081caf08e18']",45,,,,,,,,,,,,,,,,Newcastle United,37,00:15:45.061,Pass,True
,,,,,,,,,,,,,,,,,,0.95594,,,,,,,,,,,,3cec8b75-ae66-4ebe-b229-8c6900d1100e,565,,,"[35.9, 40.3]",3754195,15,,,,,1.531213,,Right Foot,,,"[36.3, 50.4]",,Ground Pass,,10.107918,,,James Morrison,3490.0,,,,,,1,Regular Play,Darren Fletcher,4022.0,Right Defensive Midfield,32,West Bromwich Albion,27,['c719a1e6-1ecd-4f0e-8c4f-e79e3df2f3bd'],50,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:15:50.357,Pass,
,,,,,,,,,,,,,,,,,,1.874268,,,,,,,,,,,,a25637e5-ae29-4762-b987-5e40c9fd6321,568,,,"[50.8, 59.6]",3754195,15,,,,,1.2578951,,Right Foot,,,"[56.3, 76.6]",,Ground Pass,,17.867569,,,Craig Dawson,3523.0,,,,,,1,Regular Play,James Morrison,3490.0,Center Attacking Midfield,32,West Bromwich Albion,27,['74485767-1b60-4674-8cf0-7a1a5daaa8e1'],55,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:15:55.462,Pass,
,,,,,,,,,,,,,,,,,,1.067799,,,,,,,,,,,,6d034b04-476b-43ad-a676-66a06039983a,571,,,"[57.5, 75.8]",3754195,15,,,,,-1.5976355,,Right Foot,,,"[57.1, 60.9]",,Ground Pass,,14.905368,,,James Morrison,3490.0,,,,,,1,Regular Play,Craig Dawson,3523.0,Right Back,32,West Bromwich Albion,27,['15386814-14e6-4d9b-846d-0032fecbbb67'],58,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:15:58.007,Pass,
,,,,,,,,,,,,,,,,,,1.385323,,,,,,,,,,,,f5e1a981-6ef6-4ffd-b6aa-3afb94a6d7cc,574,,,"[57.9, 61.3]",3754195,16,,,True,,1.2312194,,Left Foot,,,"[64.4, 79.7]",,Ground Pass,,19.514353,,Injury Clearance,,,,,,,,1,Regular Play,James Morrison,3490.0,Center Attacking Midfield,32,West Bromwich Albion,27,,2,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:16:02.885,Pass,
,,,,,,,,,,,,,,,,,,2.569639,,,,,,,,,,,,af683184-5a2a-4963-a83e-9a575d610a75,578,,,"[56.8, 0.1]",3754195,17,,,,,0.9391893,,,,,"[70.7, 19.1]",,Low Pass,,23.541666,,,Aleksandar Mitrović,4269.0,,,,,Throw-in,1,From Throw In,Georginio Wijnaldum,3567.0,Left Midfield,33,Newcastle United,37,['52832ed6-8d89-4bbe-ad87-0e5bac438515'],24,,,,,,,,,,,,,,,,Newcastle United,37,00:17:24.477,Pass,
,,,,,,,,,,,,,,,,,,3.330355,,,,,,,,,,,,840814b9-b683-4ff3-8b11-5288033d8ab4,580,,,"[70.4, 18.2]",3754195,17,,True,,,0.22843485,,Right Foot,,,"[106.1, 26.5]",,Low Pass,,36.65215,,Injury Clearance,,,,,,,,1,From Throw In,Aleksandar Mitrović,4269.0,Left Center Forward,33,Newcastle United,37,,29,,,,,,,,,,,,,,,,Newcastle United,37,00:17:29.246,Pass,
,,,,,,,,,,,,,,,,,,3.273467,,,,,,,,,,,,04d734fb-7be2-47cd-8514-c05c05d92c87,582,,,"[20.1, 54.0]",3754195,17,,,,,0.056909997,,Right Foot,,,"[86.8, 57.8]",,High Pass,,66.80816,,,Victor Chinedu Anichebe,40130.0,,,,,,1,Regular Play,Glyn Oliver Myhill,5108.0,Goalkeeper,34,West Bromwich Albion,27,['225683fb-3f84-4675-be12-9967a8efa11a'],44,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:17:44.027,Pass,
,,,,,,,,,,,,,,,,,,1.908438,,,,,,,,,,,,1b80bfbd-b2c6-43c6-a97f-eb746c5608cb,584,,,"[87.4, 57.7]",3754195,17,,,,True,-1.744292,,,,,"[84.0, 38.3]",,High Pass,,19.695684,,Incomplete,Craig Gardner,9485.0,,,,,,1,Regular Play,Victor Chinedu Anichebe,40130.0,Center Forward,34,West Bromwich Albion,27,"['6a8bdbe8-5a9b-485e-92e2-809ae001a83a', 'f1a7ff5b-ab35-46cd-addf-3006c5f56762', 'f241cf19-0715-4fc9-a366-564a3e79999d']",47,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:17:47.300,Pass,True
,,,,,,,,,,,,,,,,,,0.686012,,,,,,,,,,,,dde106f2-2192-4c59-8a42-5471c68a36eb,591,,,"[75.6, 54.7]",3754195,17,,,,,-0.44208762,,Right Foot,,,"[90.6, 47.6]",,Ground Pass,,16.595482,,,James Morrison,3490.0,,,,,,1,Regular Play,Darren Fletcher,4022.0,Right Defensive Midfield,34,West Bromwich Albion,27,"['3a9e0136-2a3b-4aed-a00a-d2fcad30bf3a', 'b95d5b99-a003-4816-884b-bce73a57cc6b']",51,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:17:51.032,Pass,True
,,,,,,,,,,,,,,,,,,0.778149,,,,,,,,,,,,a80d236a-95e7-46fa-ab3b-f3a0e4baaae3,594,,,"[90.6, 47.6]",3754195,17,,,,,0.88650155,,Right Foot,,,"[93.7, 51.4]",,Ground Pass,,4.90408,,Incomplete,Victor Chinedu Anichebe,40130.0,,,,,,1,Regular Play,James Morrison,3490.0,Center Attacking Midfield,34,West Bromwich Albion,27,"['295df655-4d5b-4ba6-b4d4-dce3f432b69a', '382f0a07-90e8-402d-abbd-d2714be78453']",51,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:17:51.726,Pass,
,,,,,,,,,,,,,,,,,,0.639657,,,,,,,,,,,,51b50ee8-0c78-4779-8004-33c598ab9796,599,,,"[33.4, 24.8]",3754195,17,,,,,0.51748776,,Right Foot,,,"[39.9, 28.5]",,Ground Pass,,7.479305,,,Ayoze Pérez Gutiérrez,3076.0,,,,,,1,From Counter,Fabricio Coloccini,26207.0,Left Center Back,35,Newcastle United,37,['53c1d6f5-08c8-4e9d-81fe-9c351a3c4eb6'],53,,,,,,,,,,,,,,,,Newcastle United,37,00:17:53.901,Pass,
,,,,,,,,,,,,,,,,,,2.141629,,,,,,,,,,,,e5353eff-79ba-4aad-9b38-5f55d38acc59,603,,,"[40.7, 28.7]",3754195,17,,,,,-0.8451097,,Right Foot,,,"[58.0, 9.2]",,Ground Pass,,26.067987,,,Georginio Wijnaldum,3567.0,,,,,,1,From Counter,Ayoze Pérez Gutiérrez,3076.0,Right Center Forward,35,Newcastle United,37,"['bb1f51df-a52e-4c3f-b1cc-6e9ba01cdff5', 'f159707f-8d52-40e0-ba11-ca4bf9a23f6f']",55,,,,,,,,,,,,,,,,Newcastle United,37,00:17:55.084,Pass,True
,,,,,,,,,,,,,,,,,,1.81967,,,,,,,,,,,,34bddd08-d0de-4b31-9270-ef0451d7229c,606,,,"[83.3, 18.6]",3754195,18,,,,,-0.30005112,ac7b69e1-dffe-4ee5-a061-62f9fbdf2324,Right Foot,,,"[101.4, 13.0]",,Ground Pass,,18.946503,,,Ayoze Pérez Gutiérrez,3076.0,True,,,,,1,From Counter,Georginio Wijnaldum,3567.0,Left Midfield,35,Newcastle United,37,['0bf61250-b9c2-4ddf-ac6a-521141151dca'],1,,,,,,,,,,,,,,,,Newcastle United,37,00:18:01.461,Pass,
,,,,,,,,,,,,,,,,,,3.229962,,,,,,,,,,,,4361e7d1-fac1-4ece-a05c-df4787695c7a,611,,,"[6.0, 44.0]",3754195,18,,,,,0.32359558,,Right Foot,,,"[71.0, 65.8]",,High Pass,,68.5583,,Incomplete,Victor Chinedu Anichebe,40130.0,,,,,Goal Kick,1,From Goal Kick,Glyn Oliver Myhill,5108.0,Goalkeeper,36,West Bromwich Albion,27,"['64b60195-6949-4803-88e1-cdc11f2be1e5', 'e91eb0ee-2e55-4973-87b0-a25cea73104a']",37,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:18:37.994,Pass,
,,,,,,,,,,,,,,,,,,0.783729,,,,,,,,,,,,4f7d143d-5b70-4adf-b8e3-07a9b9de7aa9,615,,,"[64.3, 14.4]",3754195,18,,,,,-2.4668517,,Head,,,"[57.8, 9.2]",,Low Pass,,8.324061,,,Georginio Wijnaldum,3567.0,,,,,Recovery,1,Regular Play,Ayoze Pérez Gutiérrez,3076.0,Right Center Forward,37,Newcastle United,37,['17aa1355-8aa6-48d8-a668-17a17bad7b33'],43,,,,,,,,,,,,,,,,Newcastle United,37,00:18:43.551,Pass,
,,,,,,,,,,,,,,,,,,1.448679,,,,,,,,,,,,6a7be40c-694a-4228-9bfc-759dc05fe1d8,619,,,"[62.4, 6.2]",3754195,18,,,,,0.9973558,,Left Foot,,,"[71.7, 20.6]",,High Pass,,17.142054,,,Aleksandar Mitrović,4269.0,,,,,,1,Regular Play,Georginio Wijnaldum,3567.0,Left Midfield,37,Newcastle United,37,"['dbe62571-97ff-49a8-9329-d1343e8a6a01', 'f00cc931-2768-491a-9538-a192f259dcf7']",45,,,,,,,,,,,,,,,,Newcastle United,37,00:18:45.276,Pass,True
,,,,,,,,,,,,,,,,,,1.579821,,,,,,,,,,,,1b6d6d58-88cb-4250-9659-ad8d2367ff79,625,,,"[44.5, 64.8]",3754195,18,,,,,-0.15488334,,Right Foot,,,"[71.4, 60.6]",,High Pass,,27.225906,,,Victor Chinedu Anichebe,40130.0,,,,,Recovery,1,Regular Play,Darren Fletcher,4022.0,Right Defensive Midfield,37,Newcastle United,37,['d0f9e833-9973-42a3-9143-f0761ed62523'],48,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:18:48.758,Pass,
,,,,,,,,,,,,,,,,,,2.491676,,,,,,,,,,,,9b9866b7-1091-4328-84a7-17824890f4d6,629,,,"[23.4, 9.7]",3754195,18,,,,,2.3197522,,Right Foot,,,"[4.9, 29.6]",,Ground Pass,,27.17094,,,Karl Darlow,3649.0,,,,,Recovery,1,Regular Play,Fabricio Coloccini,26207.0,Left Center Back,37,Newcastle United,37,"['03a59d73-57c2-48a9-844a-465de810c4ae', '14ade559-fde2-48f5-a104-c7b26777766f']",52,,,,,,,,,,,,,,,,Newcastle United,37,00:18:52.991,Pass,True
,,,,,,,,,,,,,,,,,,1.869417,,,,,,,,,,,,ba0a3324-b251-4709-9d3f-6f8c3c68ed7d,632,,,"[4.9, 29.6]",3754195,18,,,,,-0.17482722,,Left Foot,,,"[41.7, 23.1]",,High Pass,,37.36964,,,Vurnon Anita,16072.0,,,,,,1,Regular Play,Karl Darlow,3649.0,Goalkeeper,37,Newcastle United,37,['35fcea07-1520-4c3a-8115-9d5a45a3e5d4'],55,,,,,,,,,,,,,,,,Newcastle United,37,00:18:55.483,Pass,
,,,,,,,,,,,,,,,,,,0.896609,,,,,,,,,,,,7b71fe9d-ca51-4397-988e-118b8d1489b0,634,,,"[41.7, 23.1]",3754195,18,,,,,-0.4273732,,Head,,,"[51.8, 18.5]",,High Pass,,11.098198,,Incomplete,Ayoze Pérez Gutiérrez,3076.0,,,,,,1,Regular Play,Vurnon Anita,16072.0,Right Defensive Midfield,37,Newcastle United,37,"['03059a31-1dcd-4a43-a78f-898968d1febd', 'd5997dcd-2d96-4ed6-b04b-4a4bc09080eb']",57,,,,,,,,,,,,,,,,Newcastle United,37,00:18:57.352,Pass,
,,,,,,,,,,,,,,,,,,1.161557,,,,,,,,,,,,03059a31-1dcd-4a43-a78f-898968d1febd,636,,,"[68.3, 61.6]",3754195,18,,,,,-0.8968478,,Right Foot,,,"[80.6, 46.2]",,Low Pass,,19.709135,,,Darren Fletcher,4022.0,,,,,Recovery,1,Regular Play,Claudio Ariel Yacob,3967.0,Left Defensive Midfield,37,Newcastle United,37,"['7b71fe9d-ca51-4397-988e-118b8d1489b0', '8e2a149b-0852-4081-a620-5489cfcbeeb1']",58,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:18:58.249,Pass,
,,,,,,,,,,,,,,,,,,0.246052,,,,,,,,,,,,ba96145a-67d7-4d7f-bccf-b30aef6af9ec,640,,,"[83.5, 44.2]",3754195,19,,,,,0.72989964,,Right Foot,,,"[85.4, 45.9]",,Ground Pass,,2.5495098,,Incomplete,James Morrison,3490.0,,,,,,1,Regular Play,Darren Fletcher,4022.0,Right Defensive Midfield,37,Newcastle United,37,"['0ad2e7e9-aec8-4829-8fe0-dd754b05a916', '41e66d2d-3263-47c9-8322-bcea4565e1f8', '6bc4f8db-f273-45b7-974b-f549e70af8a6']",0,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:19:00.373,Pass,True
,,,,,,,,,,,,,,,,,,1.133112,,,,,,,,,,,,8b968f8a-e9f5-4d93-8497-8ffd3aa4225f,645,,,"[43.8, 45.2]",3754195,19,,,,,-0.82927245,,Right Foot,,,"[53.6, 34.5]",,Ground Pass,,14.509652,,,Ayoze Pérez Gutiérrez,3076.0,,,,,,1,Regular Play,Vurnon Anita,16072.0,Right Defensive Midfield,37,Newcastle United,37,['cb5a1757-b2b4-4828-bf17-d3b14ffd69d9'],3,,,,,,,,,,,,,,,,Newcastle United,37,00:19:03.681,Pass,
,,,,,,,,,,,,,,,,,,2.07068,,,,,,,,,,,,a4da2a86-8d8e-4ea4-8c4d-8e2e43ce5514,648,,,"[57.5, 34.4]",3754195,19,,,,,-1.0020684,,Right Foot,,,"[76.1, 5.3]",,Ground Pass,,34.536503,,,Georginio Wijnaldum,3567.0,,,,,,1,Regular Play,Ayoze Pérez Gutiérrez,3076.0,Right Center Forward,37,Newcastle United,37,['00d36e14-81f0-4f5f-8ee5-acaffd74361c'],5,,,,,,,,,,,,,,,,Newcastle United,37,00:19:05.635,Pass,
,,,,,,,,,,,,,,,,,,0.935544,,,,,,,,,,,,1e24895b-3273-4d83-bf42-e5b2f47f3321,657,,,"[113.1, 24.1]",3754195,19,,,,,2.301703,,Right Foot,,,"[107.9, 29.9]",,Ground Pass,,7.7897367,,,Ayoze Pérez Gutiérrez,3076.0,,,,,,1,Regular Play,Georginio Wijnaldum,3567.0,Left Midfield,37,Newcastle United,37,['9663c9a2-bd9a-4015-b2f3-e05cf8552dc6'],24,,,,,,,,,,,,,,,,Newcastle United,37,00:19:24.653,Pass,
,,,,,,,,,,,,,,,,,,1.894646,,,,,,,,,,,,2e9dd76a-5d86-466c-86b4-7a38aeffcb08,665,,,"[100.9, 23.1]",3754195,19,,,,,0.098045275,,Left Foot,,,"[113.1, 24.3]",,Ground Pass,,12.258874,,,Georginio Wijnaldum,3567.0,,,,,,1,Regular Play,Paul Dummett,3065.0,Left Back,37,Newcastle United,37,['510c5288-2b46-4ba8-aea9-264829fd4980'],29,,,,,,,,,,,,,,,,Newcastle United,37,00:19:29.307,Pass,
,,,,,,,,,,,,,,,,,,0.771564,,,,,,,,,,,,1c49ef81-0fd9-48ce-9b4a-a9f9ffa2d134,667,,,"[113.3, 24.3]",3754195,19,,,,,1.4936019,,Left Foot,True,,"[114.7, 42.4]",,Ground Pass,,18.154062,,Incomplete,Aleksandar Mitrović,4269.0,,,,,,1,Regular Play,Georginio Wijnaldum,3567.0,Left Midfield,37,Newcastle United,37,"['2bb9b030-b448-476c-ab61-7b8f937af4d1', '8caf3f0d-7009-4c7f-81ef-9c0effb76dbb']",31,,,,,,,,,,,,,,,,Newcastle United,37,00:19:31.202,Pass,
,,,,,,,,,,,,,,,,,,0.78418,,,,,,,,,,,,6f803493-84ba-4f8f-988e-2d33ca46c8d9,670,,,"[109.9, 0.1]",3754195,19,,,,,1.2659934,,,,,"[112.7, 9.0]",,Low Pass,,9.330059,,,Georginio Wijnaldum,3567.0,,,,,Throw-in,1,From Throw In,Paul Dummett,3065.0,Left Back,38,Newcastle United,37,['dc110b96-c901-49e0-af90-45ab3de43abb'],53,,,,,,,,,,,,,,,,Newcastle United,37,00:19:53.636,Pass,
,,,,,,,,,,,,,,,,,,0.783277,,,,,,,,,,,,9342549c-9a2f-4a44-b41c-3cac21c32768,673,,,"[112.5, 7.4]",3754195,19,,,,,-2.0899425,,Right Foot,,,"[110.1, 3.2]",,Low Pass,,4.8373547,,,Paul Dummett,3065.0,,,,,,1,From Throw In,Georginio Wijnaldum,3567.0,Left Midfield,38,Newcastle United,37,"['ad1416b8-e53e-494a-b205-f3bd0e39c50a', 'ff467d3e-0529-42dc-b4cc-0ce31e900455']",54,,,,,,,,,,,,,,,,Newcastle United,37,00:19:54.420,Pass,True
,,,,,,,,,,,,,,,,,,0.919462,,,,,,,,,,,,d29fa97c-2fbb-418a-83df-abbc6bfd835d,676,,,"[110.1, 3.2]",3754195,19,,,,,0.98279375,,Left Foot,,,"[113.3, 8.0]",,Low Pass,,5.7688823,,,Georginio Wijnaldum,3567.0,,,,,,1,From Throw In,Paul Dummett,3065.0,Left Back,38,Newcastle United,37,"['6ec83c3a-de88-4aa2-becc-048b30924b36', 'ff467d3e-0529-42dc-b4cc-0ce31e900455']",55,,,,,,,,,,,,,,,,Newcastle United,37,00:19:55.506,Pass,True
,,,,,,,,,,,,,,,,,,0.773403,,,,,,,,,,,,ab97742b-64d4-479d-93f9-fc6d9b9bca12,680,,,"[109.4, 4.3]",3754195,20,,,,,-0.27490985,,Right Foot,,,"[113.3, 3.2]",,Ground Pass,,4.05216,,,Jack Colback,9649.0,,,,,,1,From Throw In,Georginio Wijnaldum,3567.0,Left Midfield,38,Newcastle United,37,"['72bb7d19-f520-4dd6-9ce9-5359e6cb22a8', 'df7be7c0-5070-48ae-b71c-1d42979e4aeb']",0,,,,,,,,,,,,,,,,Newcastle United,37,00:20:00.730,Pass,True
,,,,,,,,,,,,,,,,,,0.827091,,,,,,,,,,,,e18b0a12-ad35-4c44-ad91-69640eb7ea0f,683,,,"[113.3, 3.2]",3754195,20,,,,,3.0565271,,Right Foot,,,"[100.4, 4.3]",,Ground Pass,,12.946815,,,Georginio Wijnaldum,3567.0,,,,,,1,From Throw In,Jack Colback,9649.0,Left Defensive Midfield,38,Newcastle United,37,"['9c14a62f-ef3d-483c-983f-f76dbc1e640f', 'df7be7c0-5070-48ae-b71c-1d42979e4aeb']",2,,,,,,,,,,,,,,,,Newcastle United,37,00:20:02.326,Pass,True
,,,,,,,,,,,,,,,,,,1.332564,,,,,,,,,,,,3670be06-803a-4bf5-9f88-097f4b6df57f,686,,,"[98.2, 5.3]",3754195,20,,,,,1.2940391,31a8490b-f0e2-483d-b028-6502e2bfb44c,Right Foot,True,,"[105.5, 31.0]",,High Pass,,26.716661,,,Aleksandar Mitrović,4269.0,True,,,,,1,From Throw In,Georginio Wijnaldum,3567.0,Left Midfield,38,Newcastle United,37,['611085d7-b007-41a2-aef7-2cdc997c9208'],4,,,,,,,,,,,,,,,,Newcastle United,37,00:20:04.120,Pass,
,,,,,,,,,,,,,,,,,,1.495673,,,,,,,,,,,,87ec1c63-1c0a-492e-923a-b076267ad5d8,693,,,"[120.0, 0.1]",3754195,20,,,,,1.790319,,Right Foot,,,"[111.7, 37.3]",,High Pass,True,38.114697,,Incomplete,,,,,Inswinging,,Corner,1,From Corner,Ayoze Pérez Gutiérrez,3076.0,Right Center Forward,39,Newcastle United,37,['a010b7b9-c23f-4d32-aa92-6b896dd7df9a'],41,,,,,,,,,,,,,,,,Newcastle United,37,00:20:41.500,Pass,
,,,,,,,,,,,,,,,,,,2.156099,,,,,,,,,,,,8d8da524-04bc-45ed-8ba8-b45a469717e1,697,,,"[13.6, 0.1]",3754195,21,,,,,0.13443021,,,,,"[38.0, 3.4]",,High Pass,,24.622145,,Incomplete,Victor Chinedu Anichebe,40130.0,,,,,Throw-in,1,From Throw In,Chris Brunt,3541.0,Left Back,40,West Bromwich Albion,27,"['1579ca35-3cb7-48bb-975e-512a0269cef1', 'e1944fc8-0e3b-4178-91c8-b95aa7fe18de']",10,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:21:10.961,Pass,
,,,,,,,,,,,,,,,,,,2.591828,,,,,,,,,,,,1579ca35-3cb7-48bb-975e-512a0269cef1,699,,,"[82.1, 76.7]",3754195,21,,,,,-0.4723054,,Head,,,"[91.3, 72.0]",,High Pass,,10.331021,,,Aleksandar Mitrović,4269.0,,,,,Interception,1,Regular Play,Moussa Sissoko,3091.0,Right Midfield,41,Newcastle United,37,"['8d8da524-04bc-45ed-8ba8-b45a469717e1', 'd183c77a-4f56-4258-8bce-d0733fc9def1']",13,,,,,,,,,,,,,,,,Newcastle United,37,00:21:13.117,Pass,
,,,,,,,,,,,,,,,,,,0.863914,,,,,,,,,,,,0ad8603c-4de7-4eb5-8ec0-9e5849012a7b,703,,,"[92.9, 72.4]",3754195,21,,,,,2.5065658,,Right Foot,,,"[85.3, 78.0]",,Ground Pass,,9.440339,,,Moussa Sissoko,3091.0,,,,,,1,Regular Play,Aleksandar Mitrović,4269.0,Left Center Forward,41,Newcastle United,37,['b90d148b-d2b8-4bdc-9041-1ce6f66f079c'],16,,,,,,,,,,,,,,,,Newcastle United,37,00:21:16.590,Pass,
,,,,,,,,,,,,,,,,,,0.790946,,,,,,,,,,,,5ef6a686-d784-4d7c-b648-67213027fe8e,710,,,"[97.8, 78.7]",3754195,21,,,,,-1.246164,,Right Foot,,,"[104.8, 57.9]",,High Pass,,21.946299,,,Aleksandar Mitrović,4269.0,,,,,,1,Regular Play,Moussa Sissoko,3091.0,Right Midfield,41,Newcastle United,37,['5e37d0a0-717d-4054-ba55-81adfa26dad4'],21,,,,,,,,,,,,,,,,Newcastle United,37,00:21:21.127,Pass,
,,,,,,,,,,,,,,,,,,0.752156,,,,,,,,,,,,fb83f6c2-e8d2-47f0-bd62-aa6435afadd5,712,,,"[104.8, 57.9]",3754195,21,,,,,-1.2577035,,Head,,,"[109.3, 44.0]",,Low Pass,,14.6102705,,Incomplete,Georginio Wijnaldum,3567.0,,,,,,1,Regular Play,Aleksandar Mitrović,4269.0,Left Center Forward,41,Newcastle United,37,"['3d9b5197-8d65-4809-a2e0-50eeb34393fe', 'de5d34a2-aba4-4dc8-a8c7-57eb19d9f811']",21,,,,,,,,,,,,,,,,Newcastle United,37,00:21:21.918,Pass,
,,,,,,,,,,,,,,,,,,0.787268,,,,,,,,,,,,717d78f9-7a02-49c4-b1cc-2ff190783e98,717,,,"[23.7, 20.1]",3754195,21,,,,,0.7921095,,Right Foot,,,"[31.1, 27.6]",,Ground Pass,,10.536128,,,James Morrison,3490.0,,,,,Recovery,1,Regular Play,Darren Fletcher,4022.0,Right Defensive Midfield,42,West Bromwich Albion,27,['5418061a-3fdd-4dac-92fa-f4c210e9e8d3'],27,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:21:27.664,Pass,
,,,,,,,,,,,,,,,,,,2.516476,,,,,,,,,,,,5ca68248-cfdb-4f77-9375-88f019b744d3,720,,,"[37.6, 32.0]",3754195,21,,,,,1.5117633,,Right Foot,,,"[40.1, 74.3]",,Ground Pass,,42.373814,,,Stéphane Sessègnon,2966.0,,True,,,,1,Regular Play,James Morrison,3490.0,Center Attacking Midfield,42,West Bromwich Albion,27,['aa6c6be7-2b7a-41c6-8846-77f2e78d113c'],30,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:21:30.599,Pass,
,,,,,,,,,,,,,,,,,,1.056944,,,,,,,,,,,,07496385-92ad-47bf-a127-8177df264a11,726,,,"[76.6, 80.0]",3754195,21,,,,,-2.8139713,,,,,"[61.3, 74.8]",,Low Pass,,16.159517,,,Craig Dawson,3523.0,,,,,Throw-in,1,From Throw In,Stéphane Sessègnon,2966.0,Right Midfield,43,West Bromwich Albion,27,['f3340a6d-05b7-4243-8491-938f47c426d6'],44,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:21:44.916,Pass,
,,,,,,,,,,,,,,,,,,2.684586,,,,,,,,,,,,9229ed64-9330-41e7-8f6a-612d8baab801,729,,,"[63.3, 74.1]",3754195,21,,,,,-0.912193,,Right Foot,,,"[94.1, 34.3]",,High Pass,,50.32574,,,Victor Chinedu Anichebe,40130.0,,,,,,1,From Throw In,Craig Dawson,3523.0,Right Back,43,West Bromwich Albion,27,['9565c8ce-9a19-4a1b-9409-ecf5bf4a2729'],49,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:21:49.573,Pass,
,,,,,,,,,,,,,,,,,,0.801866,,,,,,,,,,,,486c7152-921d-4ace-8f9d-4c6961582bc1,732,,,"[92.7, 28.1]",3754195,21,,,,,-1.2659934,,Left Foot,,,"[95.5, 19.2]",,Ground Pass,,9.330059,,,Craig Gardner,9485.0,,,,,,1,From Throw In,Victor Chinedu Anichebe,40130.0,Center Forward,43,West Bromwich Albion,27,['f9b80b5b-56f7-4448-a0bb-a13e4a275f18'],53,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:21:53.435,Pass,
